Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDT24,12.35,Regular,0.311090379,Baking Goods,79.2328,OUT010,1998,Medium,Tier 3,Grocery Store,154.4656
FDV48,9.195,Regular,0.051697108,Baking Goods,79.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.2084
FDX60,14.35,Low Fat,0.080527065,Baking Goods,79.296,OUT013,1987,High,Tier 3,Supermarket Type1,719.064
FDW48,18,Low Fat,0.008554102,Baking Goods,79.3618,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618
FDV48,9.195,Regular,0.051616858,Baking Goods,79.6644,OUT046,1997,Small,Tier 1,Supermarket Type1,791.1152906
FDV48,9.195,Regular,0.051573903,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.644
FDX60,14.35,Low Fat,0.080922439,Baking Goods,80.096,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336
FDW48,18,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944
FDC48,9.195,Low Fat,0.015923898,Baking Goods,80.5592,OUT018,2009,Medium,Tier 3,Supermarket Type2,800.0011915
FDC48,9.195,Low Fat,0.015891457,Baking Goods,80.7592,OUT045,2002,Small,Tier 2,Supermarket Type1,779.7098862
FDX60,14.35,Low Fat,0.080594133,Baking Goods,80.996,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.712
FDX60,14.35,Low Fat,0.080719435,Baking Goods,80.996,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.276008
FDC48,14.35,Low Fat,0.015782495,Baking Goods,81.0592,OUT027,1985,Medium,Tier 3,Supermarket Type3,5136.019368
FDW48,18,Low Fat,0.008589133,Baking Goods,81.0618,OUT017,2007,Medium,Tier 2,Supermarket Type1,1450.1124
FDF24,15.5,Regular,0.025370468,Baking Goods,81.1934,OUT046,1997,Small,Tier 1,Supermarket Type1,1321.422585
FDW48,18,Low Fat,0.008539208,Baking Goods,81.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,402.809
FDW48,18,Low Fat,0.008499464,Baking Goods,81.3618,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.6742
FDF24,15.5,Regular,0.02542192,Baking Goods,81.3934,OUT045,2002,Small,Tier 2,Supermarket Type1,1337.293562
FDG24,9.195,Low Fat,0.014560297,Baking Goods,81.425,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6
FDC48,9.195,Low Fat,0.015846096,Baking Goods,81.5592,OUT013,1987,High,Tier 3,Supermarket Type1,802.4324231
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,327.5736
FDC48,9.195,Low Fat,0.015856295,Baking Goods,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.5064
FDW48,9.195,Low Fat,0,Baking Goods,81.8618,OUT019,1985,Small,Tier 1,Grocery Store,161.1236
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,878.856
FDF24,9.195,Regular,0.02524761,Baking Goods,81.9934,OUT027,1985,Medium,Tier 3,Supermarket Type3,3439.5228
FDC48,9.195,Low Fat,0.027767577,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,412.796
FDG24,7.975,Low Fat,0.014628382,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6
FDG24,7.975,Low Fat,0.014653896,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025
FDF24,15.5,Regular,0.02536567,Baking Goods,82.7934,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401
FDF24,15.5,Regular,0.025349355,Baking Goods,82.8934,OUT013,1987,High,Tier 3,Supermarket Type1,1387.635516
FDG24,7.975,LF,0.014713909,Baking Goods,83.125,OUT017,2007,Medium,Tier 2,Supermarket Type1,2579.975
FDF24,15.5,Regular,0.025473816,Baking Goods,83.1934,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076
FDF24,15.5,Regular,0.025409912,Baking Goods,83.2934,OUT049,1999,Medium,Tier 1,Supermarket Type1,1883.5482
FDC48,9.195,Low Fat,0.015883951,Baking Goods,83.4592,OUT049,1999,Medium,Tier 1,Supermarket Type1,821.1258581
FDF24,15.5,reg,0.025513973,Baking Goods,83.7934,OUT017,2007,Medium,Tier 2,Supermarket Type1,1474.0812
FDC48,9.195,Low Fat,0.015949001,Baking Goods,84.1592,OUT017,2007,Medium,Tier 2,Supermarket Type1,1238.388
FDG24,7.975,Low Fat,0.014631149,Baking Goods,84.525,OUT046,1997,Small,Tier 1,Supermarket Type1,416.125
FDH48,13.5,Low Fat,0,Baking Goods,84.554,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986
FDC48,9.195,Low Fat,0.015859294,Baking Goods,84.5592,OUT046,1997,Small,Tier 1,Supermarket Type1,2559.3352
FDH48,13.5,Low Fat,0,Baking Goods,84.654,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.725
FDH48,7.975,Low Fat,0.06018748,Baking Goods,85.054,OUT027,1985,Medium,Tier 3,Supermarket Type3,1413.151041
FDG24,7.975,Low Fat,0.014660821,Baking Goods,85.125,OUT045,2002,Small,Tier 2,Supermarket Type1,2663.2
FDH48,13.5,Low Fat,0.06082246,Baking Goods,85.154,OUT017,2007,Medium,Tier 2,Supermarket Type1,605.878
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
FDH48,13.5,Low Fat,0.060468922,Baking Goods,85.254,OUT035,2004,Small,Tier 2,Supermarket Type1,1219.98474
FDH48,13.5,Low Fat,0.060603014,Baking Goods,85.554,OUT045,2002,Small,Tier 2,Supermarket Type1,1731.08
FDI12,9.395,Regular,0.100315391,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,855.3089247
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.254,OUT010,1998,Medium,Tier 3,Grocery Store,173.108
FDH48,,Low Fat,0.105893301,Baking Goods,86.254,OUT019,1985,Small,Tier 1,Grocery Store,519.324
FDI12,9.395,Regular,0.100379956,Baking Goods,86.2856,OUT035,2004,Small,Tier 2,Supermarket Type1,875.505469
FDH48,13.5,Low Fat,0.060480359,Baking Goods,86.454,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.48545
FDS24,,Regular,0.108947031,Baking Goods,86.5514,OUT019,1985,Small,Tier 1,Grocery Store,794.4356005
FDI12,9.395,Regular,0.100966837,Baking Goods,86.8856,OUT017,2007,Medium,Tier 2,Supermarket Type1,2548.6824
FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998,Medium,Tier 3,Grocery Store,88.5514
FDS24,20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.3738
FDS24,20.85,reg,0.062321222,Baking Goods,87.2514,OUT049,1999,Medium,Tier 1,Supermarket Type1,265.6542
FDC60,5.425,Regular,0.114650377,Baking Goods,87.3514,OUT049,1999,Medium,Tier 1,Supermarket Type1,521.2694795
FDS24,,Regular,0.061923154,Baking Goods,87.5514,OUT027,1985,Medium,Tier 3,Supermarket Type3,1413.87178
FDC60,,Regular,0.113918065,Baking Goods,87.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,772.0584088
FDR24,17.35,Regular,0.062979148,Baking Goods,87.983,OUT045,2002,Small,Tier 2,Supermarket Type1,1707.777
FDH48,13.5,Low Fat,0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756
FDC60,5.425,Regular,0.114938715,Baking Goods,88.1514,OUT018,2009,Medium,Tier 3,Supermarket Type2,502.1324123
FDS24,20.85,Regular,0.062212713,Baking Goods,88.1514,OUT035,2004,Small,Tier 2,Supermarket Type1,1151.1682
FDS24,20.85,Regular,0.062224479,Baking Goods,88.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,1682.4766
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
FDL36,,Low Fat,0.075707087,Baking Goods,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.128
FDL36,15.1,Low Fat,0.127334766,Baking Goods,88.283,OUT010,1998,Medium,Tier 3,Grocery Store,89.883
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224
FDC60,5.425,Regular,0.114472403,Baking Goods,88.3514,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.6448
FDR24,,Regular,0.062547321,Baking Goods,88.383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.309
FDI12,9.395,Regular,0.100602552,Baking Goods,88.3856,OUT045,2002,Small,Tier 2,Supermarket Type1,703.0848
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.483,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.713
FDI12,9.395,Regular,0.100807923,Baking Goods,88.4856,OUT018,2009,Medium,Tier 3,Supermarket Type2,906.1412111
FDI12,,Regular,0.099912754,Baking Goods,88.6856,OUT027,1985,Medium,Tier 3,Supermarket Type3,887.630422
FDL36,15.1,Low Fat,0.0760611,Baking Goods,88.783,OUT035,2004,Small,Tier 2,Supermarket Type1,1461.279397
FDC60,,Regular,0.2004264,Baking Goods,88.8514,OUT019,1985,Small,Tier 1,Grocery Store,265.6542
FDI12,9.395,Regular,0.100555034,Baking Goods,88.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.428
FDR24,17.35,Regular,0.062949401,Baking Goods,88.983,OUT049,1999,Medium,Tier 1,Supermarket Type1,1682.802005
FDR24,17.35,Regular,0.063207198,Baking Goods,89.383,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.362
FDI12,9.395,Regular,0.10039894,Baking Goods,89.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.783,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075
FDS24,20.85,Regular,0.062576446,Baking Goods,89.9514,OUT017,2007,Medium,Tier 2,Supermarket Type1,2063.035359
FDN48,,Low Fat,0.113720344,Baking Goods,89.9804,OUT019,1985,Small,Tier 1,Grocery Store,643.1628
FDN48,13.35,Low Fat,0.064896679,Baking Goods,90.0804,OUT013,1987,High,Tier 3,Supermarket Type1,1286.753474
FDN48,13.35,Low Fat,0.064938448,Baking Goods,90.0804,OUT035,2004,Small,Tier 2,Supermarket Type1,1561.9668
FDN48,,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.2492
FDC60,5.425,Regular,0.114704556,Baking Goods,90.2514,OUT045,2002,Small,Tier 2,Supermarket Type1,523.8868142
FDS24,20.85,Regular,0.062172698,Baking Goods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,619.8598
FDL36,15.1,Low Fat,0.076012177,Baking Goods,90.283,OUT013,1987,High,Tier 3,Supermarket Type1,1499.60063
FDC60,5.425,Regular,0.114377142,Baking Goods,90.3514,OUT013,1987,High,Tier 3,Supermarket Type1,539.1719795
FDC60,5.425,Regular,0.114450757,Baking Goods,90.3514,OUT035,2004,Small,Tier 2,Supermarket Type1,519.5657257
FDL36,15.1,Low Fat,0.076229769,Baking Goods,90.483,OUT045,2002,Small,Tier 2,Supermarket Type1,1617.894
FDR24,17.35,Regular,0.062851683,Baking Goods,90.583,OUT046,1997,Small,Tier 1,Supermarket Type1,1697.344254
FDR24,,Regular,0.110045184,Baking Goods,90.583,OUT019,1985,Small,Tier 1,Grocery Store,823.1437007
FDR24,17.35,Regular,0.062839798,Baking Goods,90.883,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777
FDL36,,Low Fat,0.133198355,Baking Goods,91.083,OUT019,1985,Small,Tier 1,Grocery Store,89.883
FDN48,13.35,Low Fat,0.065051711,Baking Goods,91.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1338.984174
FDX24,8.355,low fat,0.023314389,Baking Goods,91.2462,OUT010,1998,Medium,Tier 3,Grocery Store,823.3509611
FDR24,17.35,Regular,0.063107714,Baking Goods,91.283,OUT018,2009,Medium,Tier 3,Supermarket Type2,1694.623254
FDY59,8.195,Low Fat,0.031397503,Baking Goods,91.3462,OUT035,2004,Small,Tier 2,Supermarket Type1,1388.193
FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,OUT017,2007,Medium,Tier 2,Supermarket Type1,539.298
FDL36,15.1,Low Fat,0.076075485,Baking Goods,91.683,OUT046,1997,Small,Tier 1,Supermarket Type1,1522.85463
FDY59,8.195,Low Fat,0.031467128,Baking Goods,91.8462,OUT045,2002,Small,Tier 2,Supermarket Type1,2313.655
FDU24,6.78,Regular,0.140955857,Baking Goods,92.212,OUT017,2007,Medium,Tier 2,Supermarket Type1,4101.328
FDX24,,LF,0.024387984,Baking Goods,92.4462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924
FDA11,7.75,Low Fat,0.043238822,Baking Goods,92.5436,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.7848
FDX24,8.355,Low Fat,0.013917468,Baking Goods,92.5462,OUT013,1987,High,Tier 3,Supermarket Type1,811.8846761
FDN48,13.35,Low Fat,0.06495073,Baking Goods,92.5804,OUT046,1997,Small,Tier 1,Supermarket Type1,1359.543174
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796
FDX24,8.355,Low Fat,0,Baking Goods,92.6462,OUT017,2007,Medium,Tier 2,Supermarket Type1,835.9837211
FDU24,,Regular,0.245407386,Baking Goods,92.812,OUT019,1985,Small,Tier 1,Grocery Store,93.212
FDX24,8.355,low fat,0.013926425,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544
FDN48,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,Small,Tier 2,Supermarket Type1,2113.2492
FDA11,7.75,Low Fat,0.043414959,Baking Goods,93.1436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1418.154
FDY59,8.195,Low Fat,0,Baking Goods,93.1462,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.8234
FDA11,,Low Fat,0.075705596,Baking Goods,93.2436,OUT019,1985,Small,Tier 1,Grocery Store,1231.660603
FDN48,13.35,Low Fat,0.108714206,Baking Goods,93.2804,OUT010,1998,Medium,Tier 3,Grocery Store,1344.916807
FDU24,6.78,Regular,0.140447292,Baking Goods,93.312,OUT045,2002,Small,Tier 2,Supermarket Type1,676.9412352
FDY59,,Low Fat,0.031251369,Baking Goods,93.3462,OUT027,1985,Medium,Tier 3,Supermarket Type3,1018.0082
FDX23,6.445,Low Fat,0.029751978,Baking Goods,93.4436,OUT045,2002,Small,Tier 2,Supermarket Type1,644.4010821
FDY59,8.195,Low Fat,0.031581072,Baking Goods,93.4462,OUT017,2007,Medium,Tier 2,Supermarket Type1,842.3707699
FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648
FDX24,8.355,Low Fat,0.0139858,Baking Goods,93.5462,OUT018,2009,Medium,Tier 3,Supermarket Type2,844.1047811
FDX24,8.355,Low Fat,0,Baking Goods,93.5462,OUT049,1999,Medium,Tier 1,Supermarket Type1,844.1047811
FDY59,8.195,Low Fat,0.031377308,Baking Goods,93.6462,OUT013,1987,High,Tier 3,Supermarket Type1,925.462
FDN48,13.35,Low Fat,0.065318118,Baking Goods,93.7804,OUT017,2007,Medium,Tier 2,Supermarket Type1,1364.645491
FDY59,8.195,Low Fat,0.031403441,Baking Goods,93.8462,OUT046,1997,Small,Tier 1,Supermarket Type1,647.8234
FDY59,8.195,Low Fat,0.052562923,Baking Goods,93.9462,OUT010,1998,Medium,Tier 3,Grocery Store,831.4802377
FDU24,6.78,Regular,0,Baking Goods,94.012,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756
FDX24,8.355,Low Fat,0.013957308,Baking Goods,94.0462,OUT045,2002,Small,Tier 2,Supermarket Type1,1480.7392
FDX23,6.445,Low Fat,0.029859711,Baking Goods,94.1436,OUT017,2007,Medium,Tier 2,Supermarket Type1,1418.154
FDX24,8.355,Low Fat,0.013929059,Baking Goods,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1,2221.1088
FDU24,6.78,reg,0.140163038,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.332
FDU24,,Regular,0.139484292,Baking Goods,94.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,2516.724
FDA11,7.75,Low Fat,0.043483398,Baking Goods,94.3436,OUT017,2007,Medium,Tier 2,Supermarket Type1,2363.59
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
FDX23,6.445,Low Fat,0.029667053,Baking Goods,94.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1134.5232
FDX24,,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164
FDU24,6.78,Regular,0.140734003,Baking Goods,94.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,704.870496
FDU24,6.78,Regular,0.140136534,Baking Goods,94.712,OUT035,2004,Small,Tier 2,Supermarket Type1,674.254728
FDA11,,low fat,0.043029436,Baking Goods,94.7436,OUT027,1985,Medium,Tier 3,Supermarket Type3,1701.7848
FDU24,6.78,Regular,0,Baking Goods,95.012,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664
FDX23,6.445,Low Fat,0.049697923,Baking Goods,95.0436,OUT010,1998,Medium,Tier 3,Grocery Store,94.5436
FDK60,16.5,Regular,0.094010215,Baking Goods,95.2068,OUT049,1999,Medium,Tier 1,Supermarket Type1,777.6544
FDA11,7.75,Low Fat,0.043306047,Baking Goods,95.3436,OUT049,1999,Medium,Tier 1,Supermarket Type1,798.025932
FDX23,6.445,Low Fat,0.029812714,Baking Goods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1229.0668
FDA11,7.75,Low Fat,0.04320284,Baking Goods,95.6436,OUT013,1987,High,Tier 3,Supermarket Type1,793.124553
FDA11,7.75,LF,0.043326511,Baking Goods,95.6436,OUT045,2002,Small,Tier 2,Supermarket Type1,1134.5232
FDK60,16.5,Regular,0.093846532,Baking Goods,95.7068,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.2748
FDQ48,14.3,Regular,0.034605882,Baking Goods,95.9726,OUT017,2007,Medium,Tier 2,Supermarket Type1,2153.1972
FDK60,16.5,Regular,0,Baking Goods,96.2068,OUT046,1997,Small,Tier 1,Supermarket Type1,3013.4108
FDX23,6.445,Low Fat,0.029686148,Baking Goods,96.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,378.1744
FDX23,6.445,Low Fat,0.029737925,Baking Goods,96.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,672.0013822
FDX23,,Low Fat,0.029547979,Baking Goods,96.5436,OUT027,1985,Medium,Tier 3,Supermarket Type3,3267.350366
FDQ48,14.3,reg,0.034382602,Baking Goods,96.5726,OUT013,1987,High,Tier 3,Supermarket Type1,2251.0698
FDV12,,Regular,0.106583703,Baking Goods,96.7384,OUT019,1985,Small,Tier 1,Grocery Store,907.6284392
FDZ47,20.7,Regular,0.07929647,Baking Goods,97.2042,OUT046,1997,Small,Tier 1,Supermarket Type1,1686.4714
FDK60,16.5,Regular,0.094395215,Baking Goods,97.2068,OUT017,2007,Medium,Tier 2,Supermarket Type1,1764.30342
FDU36,6.15,Low Fat,0.046532678,Baking Goods,97.2384,OUT017,2007,Medium,Tier 2,Supermarket Type1,627.916968
FDV12,16.7,Regular,0.060998134,Baking Goods,97.2384,OUT045,2002,Small,Tier 2,Supermarket Type1,1786.269408
FDQ48,,Regular,0.034244601,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.452
FDU36,6.15,Low Fat,0.046342889,Baking Goods,97.3384,OUT049,1999,Medium,Tier 1,Supermarket Type1,886.8456
FDK60,,Regular,0.093409739,Baking Goods,97.6068,OUT027,1985,Medium,Tier 3,Supermarket Type3,1044.931728
FDB49,8.3,Regular,0.05046718,Baking Goods,97.6384,OUT010,1998,Medium,Tier 3,Grocery Store,197.0768
FDV12,16.7,Regular,0.060863167,Baking Goods,97.6384,OUT035,2004,Small,Tier 2,Supermarket Type1,2857.6136
FDU36,6.15,Low Fat,0.046262201,Baking Goods,97.8384,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.3064
FDB49,8.3,Regular,0.030212499,Baking Goods,98.0384,OUT045,2002,Small,Tier 2,Supermarket Type1,2857.6136
FDQ48,14.3,Regular,0.034551415,Baking Goods,98.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,685.1082
FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726,OUT035,2004,Small,Tier 2,Supermarket Type1,489.363
FDB49,8.3,Regular,0.030198228,Baking Goods,98.2384,OUT049,1999,Medium,Tier 1,Supermarket Type1,2167.8448
FDK60,16.5,Regular,0.09405464,Baking Goods,98.3068,OUT045,2002,Small,Tier 2,Supermarket Type1,1751.827176
FDB49,8.3,Regular,0.030274175,Baking Goods,98.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.2296
FDB49,,Regular,0.052791124,Baking Goods,98.5384,OUT019,1985,Small,Tier 1,Grocery Store,591.2304
FDZ47,20.7,Regular,0.07961949,Baking Goods,98.6042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2143.162287
FDQ48,14.3,Regular,0.034411238,Baking Goods,98.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,782.9808
FDZ47,20.7,Regular,0,Baking Goods,98.7042,OUT017,2007,Medium,Tier 2,Supermarket Type1,1884.8798
FDB49,8.3,Regular,0.03012626,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,860.505156
FDB49,8.3,Regular,0.030151351,Baking Goods,98.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,492.692
FDV12,16.7,Regular,0.101891731,Baking Goods,98.7384,OUT010,1998,Medium,Tier 3,Grocery Store,1731.377844
FDV12,16.7,Regular,0.06082402,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1773.6912
FDQ48,14.3,Regular,0,Baking Goods,98.7726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1553.692998
FDZ47,20.7,Regular,0.079230482,Baking Goods,98.8042,OUT013,1987,High,Tier 3,Supermarket Type1,2188.414226
FDU36,,Low Fat,0.081014461,Baking Goods,98.8384,OUT019,1985,Small,Tier 1,Grocery Store,492.692
FDK60,16.5,Regular,0.093786169,Baking Goods,98.9068,OUT013,1987,High,Tier 3,Supermarket Type1,1762.519176
FDK60,16.5,Regular,0.094246644,Baking Goods,98.9068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224
FDP60,17.35,Low Fat,0.056005781,Baking Goods,99.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024
FDZ47,20.7,Regular,0.079457285,Baking Goods,99.3042,OUT045,2002,Small,Tier 2,Supermarket Type1,2178.932756
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384
FDU36,6.15,Low Fat,0.046232445,Baking Goods,99.4384,OUT013,1987,High,Tier 3,Supermarket Type1,1379.5376
FDQ48,14.3,Regular,0.034481025,Baking Goods,99.4726,OUT045,2002,Small,Tier 2,Supermarket Type1,1507.805671
FDP60,17.35,Low Fat,0.056146632,Baking Goods,99.5016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1898.988036
FDV12,16.7,Regular,0,Baking Goods,99.6384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1780.43857
FDP60,17.35,Low Fat,0.055908268,Baking Goods,99.8016,OUT035,2004,Small,Tier 2,Supermarket Type1,607.2096
FDZ47,20.7,Regular,0.132726034,Baking Goods,99.8042,OUT010,1998,Medium,Tier 3,Grocery Store,2169.244287
FDZ47,20.7,Regular,0.079419755,Baking Goods,99.8042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.063
FDB49,,Regular,0,Baking Goods,99.8384,OUT027,1985,Medium,Tier 3,Supermarket Type3,4991.92
FDZ47,,Regular,0.078912473,Baking Goods,99.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3273.7386
FDU36,6.15,Low Fat,0.046364789,Baking Goods,99.9384,OUT045,2002,Small,Tier 2,Supermarket Type1,676.083276
FDV12,16.7,Regular,0.060874678,Baking Goods,99.9384,OUT046,1997,Small,Tier 1,Supermarket Type1,1785.79927
FDV12,16.7,Regular,0.06121901,Baking Goods,100.0384,OUT017,2007,Medium,Tier 2,Supermarket Type1,1970.768
FDV12,16.7,Regular,0.061122656,Baking Goods,100.0384,OUT018,2009,Medium,Tier 3,Supermarket Type2,2463.46
FDA23,9.8,Low Fat,0.078981428,Baking Goods,100.1016,OUT010,1998,Medium,Tier 3,Grocery Store,1049.665378
FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,892.8378
FDU36,,Low Fat,0,Baking Goods,100.1384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.152
FDP60,,Low Fat,0.055648052,Baking Goods,100.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.6448
FDA23,9.8,Low Fat,0.047282735,Baking Goods,100.5016,OUT045,2002,Small,Tier 2,Supermarket Type1,1073.558091
