MedianIncome,HouseAge,NoOfRooms,NoofBedrooms,price,property_type,high_value
2.2917,34,5,3,0.925,flat,0
2.4962,37,6,3,0.918,flat,0
4.0417,43,6,3,1.094,flat,0
3.4844,46,5,2,1.295,flat,0
4.1458,52,6,3,1.434,duplex,0
2.625,47,5,3,0.982,flat,0
2.0227,44,6,3,1.031,flat,0
3.3333,49,6,3,2.768,house,1
5.338,52,6,2,2.709,house,1
3.4732,52,6,3,2.462,house,1
3.5125,38,5,3,2.242,duplex,1
3.1375,52,5,3,2.291,duplex,1
2.8036,46,5,3,2.116,duplex,1
4.5824,15,5,3,2.561,house,1
3.0208,36,4,3,2.063,duplex,1
4.0875,52,5,3,2.213,duplex,1
4.5268,42,6,3,2.074,duplex,1
1.7375,37,4,3,3.5,house,1
3.1795,52,5,3,2.182,duplex,1
3.8672,50,6,3,2.167,duplex,1
5.1675,52,7,3,2.706,house,1
5.1696,52,7,3,2.614,house,1
4.2614,52,6,2,2.613,house,1
5.0551,52,6,2,2.322,house,1
5.6228,42,7,3,3.754,house,1
7.8864,52,7,2,3.573,house,1
7.9556,52,8,2,3.744,house,1
6.174,52,8,3,3.588,house,1
6.9414,52,9,3,4.175,house,1
8.8342,52,9,3,4.305,house,1
7.1754,52,8,3,3.629,house,1
10.0825,52,9,3,3.97,house,1
4.9083,52,7,2,3.468,house,1
5.7912,52,8,3,3.271,house,1
4.5893,52,7,3,2.901,house,1
5.4171,52,7,3,2.92,house,1
4.125,52,6,2,2.709,house,1
7.266,52,8,3,3.711,house,1
5.3989,52,8,3,3.356,house,1
7.8336,37,7,2,3.713,house,1
6.1593,41,7,3,3.44,house,1
6.381,52,7,3,3.422,house,1
6.6828,52,8,3,3.709,house,1
7.5385,37,7,3,3.5,house,1
6.7138,42,7,3,3.686,house,1
6.2425,52,7,3,3.918,house,1
5.7979,52,6,3,4.153,house,1
4.2813,52,6,3,2.849,house,1
3.5417,52,5,3,2.875,house,1
3.0132,44,5,3,2.729,house,1
4.1429,52,6,3,2.596,house,1
4.1912,52,6,2,2.545,house,1
3.9167,52,6,2,2.356,house,1
3.8897,52,6,3,2.184,duplex,1
3.1065,48,5,3,2.292,duplex,1
2.9926,46,5,3,1.921,duplex,1
3.556,52,5,3,1.793,duplex,0
1.475,45,4,3,1.875,duplex,1
1.6971,52,5,2,1.388,flat,0
2.1705,10,6,3,1.5,duplex,0
2.75,50,4,2,1.406,flat,0
2.5682,52,5,3,1.2,flat,0
2.9,46,5,3,1.448,duplex,0
2.2208,52,5,3,1.448,duplex,0
3.2344,52,6,3,2.455,house,1
3.5156,52,5,3,2,duplex,1
1.9805,49,4,3,1.737,duplex,0
2.6684,50,4,3,1.856,duplex,1
3.875,52,5,2,1.826,duplex,1
3.006,52,5,3,2.279,duplex,1
2.543,46,5,3,2.207,duplex,1
2.8676,46,5,3,2.12,duplex,1
2.1907,52,4,3,2.714,house,1
1.7778,30,4,3,2.688,house,1
2.52,37,5,3,2.778,house,1
4.2788,52,5,3,3.325,house,1
2.944,52,5,3,3.389,house,1
1.725,52,4,3,2.875,house,1
5.2289,41,6,3,3.846,house,1
2.5562,42,5,3,3.714,house,1
0.949,52,3,2,3.5,house,1
1.1696,52,3,2,5.00001,house,1
1.4012,52,4,3,1.75,duplex,0
1.7464,35,4,3,2.167,duplex,1
2.8846,49,4,3,2.113,duplex,1
2.7372,52,5,3,2.102,duplex,1
3.8594,52,5,3,1.964,duplex,1
3.5625,52,6,3,1.917,duplex,1
2.2788,52,5,3,1.823,duplex,1
2.537,44,4,3,1.75,duplex,0
2.525,46,4,3,1.659,duplex,0
1.9946,52,5,3,1.569,duplex,0
2.8214,52,5,3,1.643,duplex,0
2.6165,52,6,3,1.5,duplex,0
1.9483,50,5,3,1.505,duplex,0
1.9327,52,5,3,1.699,duplex,0
1.9798,49,5,3,1.474,duplex,0
2.4167,52,6,3,1.527,duplex,0
2.5417,49,5,3,1.827,duplex,1
3.3906,52,6,3,1.793,duplex,0
2.5652,52,5,3,1.577,duplex,0
2.2845,41,4,2,1.531,duplex,0
2.6071,52,5,3,2.5,house,1
3.15,52,5,3,2.063,duplex,1
2.6914,52,5,3,2.188,duplex,1
1.8447,52,5,3,1.982,duplex,1
2.9044,52,5,3,2.574,house,1
2.9405,52,6,3,2.895,house,1
3.3893,52,6,3,2.417,house,1
3.0417,48,5,3,4.896,house,1
7.0897,52,7,2,4.462,house,1
5.0463,52,6,3,4.563,house,1
1.7652,52,4,2,3.368,house,1
7.8521,52,8,3,5.00001,house,1
9.3959,52,8,2,5.00001,house,1
5.3794,52,7,3,3.769,house,1
3.2619,52,5,3,3.096,house,1
2.7054,52,6,3,1.823,duplex,1
2.2431,47,7,3,1.727,duplex,0
1.9028,50,6,3,1.508,duplex,0
1.5817,52,6,3,1.536,duplex,0
2.2841,52,5,3,1.063,flat,0
1.3785,47,5,2,1.423,duplex,0
2.9018,52,5,3,1.194,flat,0
1.73,44,6,2,1.479,duplex,0
2.2625,48,5,3,1.329,flat,0
2.2106,35,5,3,1.325,flat,0
2.6997,52,5,3,1.269,flat,0
4.0018,14,4,3,1.438,duplex,0
7.8772,52,9,3,5.00001,house,1
11.8603,39,8,2,5.00001,house,1
13.499,42,9,2,5.00001,house,1
12.2138,52,10,3,5.00001,house,1
8.1872,52,9,3,4.661,house,1
12.3804,52,10,3,5.00001,house,1
5.8948,52,8,3,4.578,house,1
8.1194,52,8,2,4.716,house,1
8.7477,52,9,3,5.00001,house,1
6.155,52,8,2,3.986,house,1
5.883,52,7,3,3.407,house,1
5.2128,52,6,2,2.899,house,1
4.7188,52,8,3,3.353,house,1
5.2915,52,9,3,3.33,house,1
2.6411,52,6,3,2.41,house,1
3.3214,52,5,3,1.896,duplex,1
3.6417,52,5,3,2.063,duplex,1
3.0161,52,5,2,2.157,duplex,1
3.1771,52,5,3,2.102,duplex,1
3.4531,52,6,3,2.088,duplex,1
4.3098,52,6,2,1.979,duplex,1
3.3438,52,5,3,2.013,duplex,1
2.9213,52,5,3,1.908,duplex,1
2.6806,52,6,3,2.079,duplex,1
3.7708,52,5,2,2.153,duplex,1
3.9444,45,5,2,2.129,duplex,1
5.2601,13,5,3,2.927,house,1
2.5444,30,5,3,2.75,house,1
2.6447,42,6,3,2,duplex,1
2.5762,29,5,3,1.734,duplex,0
1.9427,42,5,3,1.022,flat,0
2.9688,52,5,3,2.208,duplex,1
3.75,27,5,3,2.428,house,1
5.1702,18,5,3,2.654,house,1
2.5139,50,5,2,2.19,duplex,1
2.9732,52,6,3,2.821,house,1
5.5337,52,6,2,3.72,house,1
4.1667,52,5,3,2.258,duplex,1
2.7115,52,4,3,2.208,duplex,1
3.3269,52,5,3,2.345,house,1
3.2685,52,5,3,2.542,house,1
4.7778,52,6,3,3.518,house,1
4.226,52,6,3,2.75,house,1
3.3571,52,8,2,4.054,house,1
2.9899,52,6,3,2.281,duplex,1
2.875,52,4,3,2.34,house,1
2.3882,43,4,3,1.625,duplex,0
2.975,43,5,3,2.434,house,1
5.1039,52,6,3,2.738,house,1
4.1458,52,6,3,2.485,house,1
3.4762,52,6,3,2.44,house,1
2.6833,52,5,3,2.409,house,1
5.75,52,7,2,3.063,house,1
3.9632,50,6,3,2.4,house,1
4.9489,45,7,3,2.471,house,1
4.8711,27,6,2,2.866,house,1
3.0718,52,6,3,2.667,house,1
3.6719,49,5,3,2.298,duplex,1
4.6094,52,7,3,2.293,duplex,1
4.5213,21,6,3,2.284,duplex,1
4.4562,25,5,2,2.062,duplex,1
7.611,5,7,3,3.507,house,1
3.2689,31,5,3,2.31,house,1
3.567,52,5,3,2.529,house,1
3.6875,28,5,3,3.539,house,1
4.7695,23,5,3,2.917,house,1
3.1972,20,4,3,1,flat,0
7.2634,12,8,3,3.416,house,1
7.0568,5,8,2,4.125,house,1
4.635,36,7,3,2.486,house,1
5.3015,40,7,3,2.549,house,1
4.9801,36,7,3,2.415,house,1
5.4834,26,7,2,2.952,house,1
6.187,31,8,3,3.404,house,1
5.6194,32,7,3,2.747,house,1
5.4639,35,7,2,2.386,house,1
5.1498,35,8,3,2.664,house,1
5.8382,30,8,3,3.302,house,1
4.65,36,6,3,2.068,duplex,1
4.3819,25,5,3,2.092,duplex,1
3.7222,30,6,3,1.958,duplex,1
5.2855,31,7,3,2.535,house,1
4.3375,31,7,3,2.418,house,1
5.2131,27,7,3,2.525,house,1
6.005,30,7,3,2.639,house,1
5.0519,38,6,2,2.27,duplex,1
4.8237,38,6,3,2.209,duplex,1
5.2497,32,7,3,2.593,house,1
4.125,39,6,2,2.325,house,1
4.6005,37,7,2,2.316,house,1
3.5187,33,6,3,2.094,duplex,1
3,32,5,3,2.232,duplex,1
3.4934,25,5,3,2.099,duplex,1
2.9861,33,5,3,2.082,duplex,1
2.5362,29,5,3,2.038,duplex,1
3.3021,36,6,3,1.957,duplex,1
3.0964,31,5,3,1.905,duplex,1
2.8512,43,6,3,1.81,duplex,1
3.3478,42,6,3,1.849,duplex,1
2.3958,37,5,2,1.908,duplex,1
3.5295,15,5,3,2.422,house,1
4.8036,20,6,3,1.883,duplex,1
3.851,52,6,3,1.835,duplex,1
4.0662,52,6,3,2.042,duplex,1
4.6042,51,7,3,2.519,house,1
2.2,49,6,3,1.875,duplex,1
4.1164,52,6,3,1.982,duplex,1
3.95,52,7,2,2.19,duplex,1
4.9135,52,8,2,2.75,house,1
2.8355,45,6,3,2.454,house,1
3.25,46,5,3,1.775,duplex,0
2.8301,49,5,3,1.716,duplex,0
3.7159,52,6,2,1.833,duplex,1
2.5625,52,6,2,1.75,duplex,0
3.8047,45,5,3,1.567,duplex,0
3.375,45,6,3,1.575,duplex,0
3.244,38,5,3,1.798,duplex,1
4.0268,36,6,3,2.055,duplex,1
3.3906,35,5,3,1.789,duplex,0
5.5461,36,7,3,2.625,house,1
3.371,42,5,2,1.65,duplex,0
3.5313,46,5,2,1.597,duplex,0
3.663,5,6,3,1.583,duplex,0
2.875,38,5,3,1.448,duplex,0
4.0202,43,5,3,1.663,duplex,0
4.5553,37,6,2,1.91,duplex,1
3.4643,36,5,2,1.75,duplex,0
3.3431,10,5,3,1.375,flat,0
2.1898,28,4,3,1.417,duplex,0
2.9097,31,5,2,2.109,duplex,1
3.375,47,5,2,1.983,duplex,1
2.8125,29,5,3,1.574,duplex,0
5,52,7,2,2.647,house,1
3.0673,38,5,3,2.184,duplex,1
3.8125,43,7,3,2.351,house,1
6.9096,33,8,2,3.418,house,1
7.912,26,8,2,3.673,house,1
3.8393,35,6,2,2.435,house,1
4,35,5,2,1.679,duplex,0
6.5095,25,7,2,3.712,house,1
3.5156,39,6,2,2.189,duplex,1
2.983,45,6,3,2.027,duplex,1
3.524,45,6,3,1.862,duplex,1
3.1103,44,5,2,1.889,duplex,1
3.5781,44,6,3,1.8,duplex,1
3.1682,18,5,3,2.027,duplex,1
2.6101,27,4,3,1.817,duplex,1
3.6932,18,4,2,1.668,duplex,0
3.4583,43,6,3,1.837,duplex,1
3.9032,19,6,3,2.18,duplex,1
4.0208,36,6,2,1.915,duplex,1
3.5547,36,6,2,1.947,duplex,1
4.5859,17,5,2,1.872,duplex,1
2.6321,21,5,3,2.231,duplex,1
3.395,17,4,3,2.713,house,1
3.9702,36,6,2,1.941,duplex,1
5.0043,36,6,3,1.904,duplex,1
4.4659,38,6,3,1.891,duplex,1
3.6625,38,6,2,1.846,duplex,1
3.8864,36,6,3,1.973,duplex,1
3.4583,36,7,3,1.926,duplex,1
3.7813,36,5,2,1.922,duplex,1
2.9917,36,5,2,1.946,duplex,1
4.4375,36,6,2,1.935,duplex,1
4,24,5,3,2.026,duplex,1
2.3869,16,5,2,0.833,flat,0
4.7609,24,7,3,2.126,duplex,1
5.4858,5,6,3,1.878,duplex,1
4.3971,36,6,2,2.057,duplex,1
4.0109,36,6,3,1.929,duplex,1
4.3864,35,6,2,2.052,duplex,1
4.2841,30,6,3,2.134,duplex,1
5.1312,39,5,2,1.836,duplex,1
2.9958,37,4,2,1.784,duplex,0
3.6364,27,6,3,2.192,duplex,1
2.7955,31,6,3,1.831,duplex,1
2.9507,44,5,3,1.571,duplex,0
3.4375,30,5,2,1.578,duplex,0
2.875,34,5,3,1.617,duplex,0
3.0345,38,5,2,1.521,duplex,0
2.679,41,5,3,1.449,duplex,0
2.9922,17,5,3,1.799,duplex,1
4.1042,35,6,2,1.791,duplex,0
2.5833,19,5,3,1.599,duplex,0
2.1552,23,4,3,1.614,duplex,0
2.3274,29,4,2,1.704,duplex,0
2.4206,19,4,3,1.375,flat,0
3.9063,41,5,2,1.784,duplex,0
2.6464,37,4,3,1.552,duplex,0
3.4643,42,5,3,1.609,duplex,0
2.3973,10,5,3,1.673,duplex,0
6.5,20,7,2,3.4,house,1
6.0574,32,8,3,4.31,house,1
3.8958,6,5,3,3.011,house,1
4.7813,21,6,2,2.419,house,1
3.2829,5,5,3,1.625,duplex,0
5.3169,10,6,3,2.992,house,1
6.2579,10,7,3,3.155,house,1
5.1701,23,6,2,2.168,duplex,1
3.25,36,5,2,2.181,duplex,1
3.1796,30,6,3,1.703,duplex,0
2.4196,26,9,4,2.75,house,1
2.6563,26,5,3,1.841,duplex,1
0.9637,29,4,3,1.6,duplex,0
2.3357,48,5,2,1.75,duplex,0
3.5114,41,5,3,1.975,duplex,1
3.3125,43,5,2,1.5,duplex,0
2.4042,29,5,2,2.056,duplex,1
2.8322,41,4,2,1.703,duplex,0
2.5156,43,5,3,1.909,duplex,1
3.4032,37,5,3,1.969,duplex,1
2.535,37,5,3,1.74,duplex,0
2.5772,37,5,3,1.702,duplex,0
3.0962,38,5,3,1.809,duplex,1
2.9564,34,5,2,1.505,duplex,0
3.125,31,5,3,1.671,duplex,0
2.95,35,5,3,1.489,duplex,0
4.38,40,6,2,1.964,duplex,1
4.0417,37,7,3,1.911,duplex,1
3.8,36,6,3,1.875,duplex,1
3.4839,45,6,3,1.806,duplex,1
4.0588,45,6,3,1.828,duplex,1
4.1974,44,6,2,1.793,duplex,0
3.6,43,6,3,1.794,duplex,0
4.267,35,6,2,2.103,duplex,1
4.2386,34,7,3,1.923,duplex,1
5.5797,35,7,3,1.981,duplex,1
4.0682,36,7,3,1.962,duplex,1
3.1734,38,7,3,1.816,duplex,1
4.7933,37,6,3,1.869,duplex,1
4.8125,37,6,2,1.883,duplex,1
3.8676,40,6,3,1.84,duplex,1
3.9395,33,5,2,1.847,duplex,1
3.2434,42,6,3,1.799,duplex,1
3.0917,38,5,3,1.672,duplex,0
3.0645,32,5,3,1.654,duplex,0
2.7019,33,5,3,1.54,duplex,0
3.1115,39,5,3,1.535,duplex,0
3.4722,40,5,3,1.354,flat,0
2.2222,39,5,2,1.583,duplex,0
6.1104,32,6,2,2.407,house,1
4.2733,22,6,3,1.807,duplex,1
3.2465,27,6,3,2.306,house,1
3.2417,28,5,3,2.108,duplex,1
3.875,38,6,3,1.653,duplex,0
6.0501,29,7,3,2.542,house,1
6.8233,18,8,3,3.326,house,1
6.3501,23,7,2,3.5,house,1
2.6719,28,4,3,1.612,duplex,0
3.875,21,5,3,1.793,duplex,0
2.5625,33,5,3,1.543,duplex,0
3.016,31,5,3,1.618,duplex,0
2.7694,17,4,3,1.619,duplex,0
3.6818,35,5,3,1.654,duplex,0
2.1382,37,5,2,1.666,duplex,0
3.7303,37,5,2,1.497,duplex,0
3.875,35,5,2,1.621,duplex,0
3.0489,33,5,3,1.526,duplex,0
2.8203,27,5,3,1.952,duplex,1
4.3897,35,7,3,1.906,duplex,1
4.7143,35,7,3,1.938,duplex,1
4.6875,34,6,3,2.006,duplex,1
3.2091,29,5,3,1.5,duplex,0
4.275,36,6,2,1.853,duplex,1
4.1302,36,6,3,1.727,duplex,0
3.09,35,5,3,1.741,duplex,0
4.5417,25,6,2,1.944,duplex,1
4.6635,28,7,3,2.067,duplex,1
4.4427,31,6,3,2.045,duplex,1
4.5303,36,5,2,1.75,duplex,0
2.375,26,7,3,1.375,flat,0
3.8171,18,6,3,1.872,duplex,1
4.5281,35,6,2,1.736,duplex,0
4.3456,19,5,2,1.63,duplex,0
3.4861,18,6,3,3.316,house,1
5.2312,31,5,2,1.976,duplex,1
3.6708,8,5,3,1.979,duplex,1
3.8875,40,6,3,2.281,duplex,1
3.9167,34,6,2,1.895,duplex,1
3.9063,32,6,2,1.842,duplex,1
3.7895,29,6,3,1.809,duplex,1
3.8,36,6,2,1.72,duplex,0
5.7309,36,5,2,1.779,duplex,0
4.1141,36,7,3,1.731,duplex,0
5.2838,36,6,3,1.726,duplex,0
3.3479,30,5,3,1.821,duplex,1
3.142,23,5,3,1.795,duplex,0
3.7614,31,5,2,1.76,duplex,0
4.25,33,5,2,1.926,duplex,1
3.9338,36,5,2,1.827,duplex,1
2.5158,22,5,3,1.349,flat,0
2.4808,27,5,3,1.576,duplex,0
4.7083,25,6,2,1.909,duplex,1
4.1652,37,6,3,1.582,duplex,0
3.5541,20,4,3,3.5,house,1
3.8036,33,5,2,1.582,duplex,0
3.8259,33,6,3,1.461,duplex,0
3.2331,33,6,3,2.267,duplex,1
4.7109,35,6,3,1.987,duplex,1
4.2468,32,6,3,2.212,duplex,1
6.396,35,6,2,2.085,duplex,1
3.8125,35,5,2,2.042,duplex,1
3.2857,32,6,3,1.932,duplex,1
3.8929,35,7,3,2.095,duplex,1
3.7262,36,6,2,1.649,duplex,0
4.0125,37,6,3,1.614,duplex,0
4.1719,36,6,3,1.87,duplex,1
4.2857,35,5,2,1.904,duplex,1
3.6458,37,6,3,1.566,duplex,0
2.6875,17,5,2,1.573,duplex,0
3.7292,35,6,3,1.681,duplex,0
4.5913,24,6,3,1.776,duplex,0
3.8625,12,6,3,2.089,duplex,1
3.3611,23,6,2,1.692,duplex,0
2.8971,16,5,2,1.639,duplex,0
4.0326,34,6,2,1.647,duplex,0
4.0682,35,5,3,1.569,duplex,0
5.3644,36,7,3,1.688,duplex,0
4.7019,35,5,2,1.741,duplex,0
5.64,27,6,2,2.065,duplex,1
3.7931,26,6,3,2.039,duplex,1
4.6458,9,6,3,2.17,duplex,1
3.694,36,5,3,1.596,duplex,0
2.652,31,5,3,1.598,duplex,0
3.5,32,5,2,1.543,duplex,0
3.2386,32,4,2,1.496,duplex,0
5.097,33,6,3,1.886,duplex,1
4.3875,17,6,3,2.385,house,1
4.625,22,6,2,2.353,house,1
5.0406,6,7,3,2.614,house,1
5.8704,17,7,3,2.344,house,1
5.3226,18,6,2,2.317,house,1
4.235,16,6,3,1.563,duplex,0
4.825,13,5,3,2.22,duplex,1
5.5218,15,7,3,2.544,house,1
6.5116,16,7,2,2.443,house,1
6.0661,16,6,2,2.47,house,1
6.0074,16,7,3,2.365,house,1
4.6211,15,6,3,1.514,duplex,0
5.225,16,6,2,2.137,duplex,1
5.3428,14,7,3,2.436,house,1
3.7462,15,5,2,2.125,duplex,1
4.5721,24,6,2,2.147,duplex,1
3.6923,18,4,3,2.132,duplex,1
4.6786,16,6,3,2.56,house,1
2.875,2,6,3,2.375,house,1
3.3617,15,5,3,1.781,duplex,0
5.7579,17,6,2,2.318,house,1
2.9706,36,5,3,1.479,duplex,0
3.9022,10,5,3,1.917,duplex,1
4.6146,21,6,2,2.476,house,1
5.7192,15,7,3,2.835,house,1
3.6832,20,5,3,2.169,duplex,1
6.2073,31,6,2,2.825,house,1
5.8151,6,7,3,2.956,house,1
5.8322,14,6,3,2.818,house,1
5.6277,14,6,3,2.698,house,1
5.2879,12,6,3,2.312,house,1
6.5615,8,7,3,3.183,house,1
5.6758,15,7,3,2.534,house,1
6.1047,7,6,3,2.782,house,1
3.5714,5,5,3,3,house,1
6.0824,3,6,3,2.735,house,1
4.3594,23,6,3,2.234,duplex,1
5.5737,35,6,2,2.145,duplex,1
4.8962,31,6,3,2.202,duplex,1
4.6978,24,6,3,2.403,house,1
4.4259,6,5,3,1.58,duplex,0
3.3008,26,5,3,2.242,duplex,1
4.5687,33,5,3,1.772,duplex,0
3.8179,24,6,2,2.161,duplex,1
5,18,6,3,2.697,house,1
4.3393,20,6,3,2.312,house,1
4.1387,4,5,3,1.625,duplex,0
4.8052,13,6,3,2.54,house,1
4.6349,31,7,3,1.962,duplex,1
3.168,17,5,3,1.894,duplex,1
3.1326,17,4,3,2.208,duplex,1
2.9074,16,4,3,2.138,duplex,1
8.3996,15,8,3,4.429,house,1
6.6478,21,8,3,3.334,house,1
6.629,25,7,2,3.524,house,1
6.2179,27,7,2,3.053,house,1
5.761,33,7,3,2.596,house,1
4.6641,29,7,3,2.489,house,1
6.7599,31,7,2,3.56,house,1
3.9909,14,5,3,2.36,house,1
4.2955,23,5,2,2.188,duplex,1
4.9615,28,6,2,2.28,duplex,1
2.6198,18,5,3,2.359,house,1
4.7135,28,5,3,2.032,duplex,1
4.75,35,6,3,1.97,duplex,1
5.4299,26,7,2,2.364,house,1
4.6,28,6,3,2.232,duplex,1
4.1947,26,5,3,2.227,duplex,1
5.388,26,6,2,2.25,duplex,1
3.9444,18,6,3,2.401,house,1
5.3283,28,6,2,2.279,duplex,1
4.8403,28,6,2,2.686,house,1
5.1616,29,6,2,2.751,house,1
4.9167,34,6,3,2.563,house,1
4.1591,27,6,3,3.324,house,1
5,32,7,3,2.876,house,1
5.8325,26,6,3,2.989,house,1
5.7057,27,7,2,2.876,house,1
5.0423,25,6,3,2.222,duplex,1
4.5317,26,7,3,2.326,house,1
5.4359,25,7,3,2.583,house,1
5.0824,23,6,3,2.309,house,1
5.2308,33,6,3,1.969,duplex,1
4.4107,22,6,3,2.235,duplex,1
5.2396,26,6,3,2.239,duplex,1
4.7478,27,6,3,2.435,house,1
8.4045,7,8,3,4.511,house,1
9.7194,9,9,2,5.00001,house,1
5.1643,10,6,3,1.931,duplex,1
5.3813,23,7,3,2.644,house,1
6.0878,26,6,2,2.469,house,1
6.868,13,8,2,3.373,house,1
6.992,22,7,2,2.848,house,1
4.9118,26,7,3,2.173,duplex,1
4.4357,23,7,3,2.917,house,1
4.9464,26,6,2,2.238,duplex,1
5.2882,25,6,3,2.231,duplex,1
5.1321,23,6,3,2.113,duplex,1
3.9667,25,6,3,2.185,duplex,1
3.1696,17,5,2,1.563,duplex,0
5.0838,20,7,3,2.482,house,1
4.8214,35,6,3,1.86,duplex,1
4.1406,6,5,3,1.782,duplex,0
3.7364,34,5,3,1.904,duplex,1
3.535,31,6,3,2.103,duplex,1
5.0739,16,6,2,2.08,duplex,1
3.256,18,5,3,1.833,duplex,1
6.0667,19,7,3,2.457,house,1
5.7072,21,7,2,2.422,house,1
4.9867,7,5,3,1.817,duplex,1
5.1437,4,5,3,2.994,house,1
5.347,22,7,3,2.195,duplex,1
5.7233,25,7,2,2.318,house,1
4.4697,26,6,2,2.213,duplex,1
4.9107,26,7,3,2.138,duplex,1
4.2281,26,6,3,2.06,duplex,1
5.0143,15,7,3,2.711,house,1
7.2494,6,8,2,3.365,house,1
5.1406,46,7,3,3.156,house,1
8.3337,24,8,3,5.00001,house,1
7.316,13,7,2,2.854,house,1
6.4994,18,7,3,3.23,house,1
7.2211,23,8,3,2.919,house,1
4.4087,3,6,3,2.256,duplex,1
5.9345,23,8,3,2.596,house,1
6.177,20,7,2,2.629,house,1
5.817,18,7,3,2.573,house,1
6.3132,18,7,2,2.592,house,1
6.3373,12,7,3,3.397,house,1
7.333,23,8,2,3.372,house,1
6.2918,22,8,2,3.341,house,1
6.5214,16,8,3,3.115,house,1
6.4524,25,7,2,2.969,house,1
6.0604,20,7,2,2.479,house,1
6.5285,19,7,2,3.004,house,1
7.2639,15,8,2,3.324,house,1
7.4353,7,8,3,3.898,house,1
3.1127,29,5,3,2.33,house,1
2.4896,39,6,3,2.385,house,1
5.0677,52,7,3,2.333,house,1
2.1187,3,4,3,2.313,house,1
10.9506,20,8,3,4.758,house,1
7.0691,13,7,3,3.932,house,1
5.5,10,6,3,2.472,house,1
4.9879,28,7,3,2.294,duplex,1
6.8132,4,7,2,2.825,house,1
5.6399,14,7,3,3.006,house,1
4.1597,22,6,3,2.932,house,1
5.7519,27,8,3,2.785,house,1
5.6417,13,7,3,3.529,house,1
10.3203,43,6,2,4,house,1
4.3472,47,7,3,3.75,house,1
6.6827,13,7,2,3.137,house,1
3.62,4,5,3,1.393,flat,0
7.3588,16,8,2,3.275,house,1
5.7239,26,7,3,4.306,house,1
4.2083,32,7,3,1.25,flat,0
6.1023,17,7,3,4.5,house,1
3.9864,12,6,2,2.002,duplex,1
4.8624,11,6,3,1.924,duplex,1
9.1531,25,6,2,4.188,house,1
4.7361,22,7,3,2.168,duplex,1
5.4324,17,6,2,2.155,duplex,1
4.9375,12,6,3,2.277,duplex,1
3.3841,29,5,3,1.844,duplex,1
3.5532,36,5,2,1.584,duplex,0
3.3618,34,6,3,1.746,duplex,0
4.3533,35,5,3,1.684,duplex,0
4.5357,25,7,3,1.884,duplex,1
5.7068,9,6,3,2.567,house,1
3.7212,26,6,3,1.838,duplex,1
5.2443,35,7,3,1.834,duplex,1
4.2361,35,6,3,1.775,duplex,0
3.1856,32,6,3,1.869,duplex,1
5.4496,17,7,3,2.389,house,1
3.0222,17,5,3,1.725,duplex,0
2.6667,44,5,3,1.792,duplex,0
3.7301,52,6,2,2.044,duplex,1
4.6806,41,6,3,2.094,duplex,1
5.7907,20,7,2,2.642,house,1
6.3705,6,7,3,3.5,house,1
5.2649,26,7,3,1.998,duplex,1
6.0797,26,7,2,2.11,duplex,1
4.8571,28,7,3,2.011,duplex,1
3.8523,25,6,3,1.93,duplex,1
5.98,22,7,2,2.45,house,1
2.45,17,9,3,1.176,flat,0
2.2417,15,11,4,0.979,flat,0
3.15,16,30,7,1.406,flat,0
3.4609,14,9,3,1.209,flat,0
3,13,7,3,1.19,flat,0
3.2031,16,8,3,1.292,flat,0
2.5208,17,7,3,0.991,flat,0
2.3549,18,6,3,1.089,flat,0
3.0125,15,11,4,1.117,flat,0
2.05,34,7,3,0.689,flat,0
3.125,23,7,3,0.964,flat,0
2.65,10,7,3,1.167,flat,0
3.5,17,7,3,1.238,flat,0
2.5476,25,5,3,0.979,flat,0
3.9107,40,7,3,1.298,flat,0
4.2917,13,7,3,1.213,flat,0
3.3393,15,6,3,1.072,flat,0
4.3029,16,7,3,1.219,flat,0
2.8125,28,6,3,1.134,flat,0
3.5508,27,6,3,0.991,flat,0
3.2589,18,7,3,1.03,flat,0
3.2937,13,7,3,1.142,flat,0
3.0465,17,6,3,1.441,duplex,0
2.3125,15,6,3,1.286,flat,0
2.525,9,6,3,1.572,duplex,0
3.175,18,6,3,1.185,flat,0
2.6078,23,6,3,1.167,flat,0
2.7399,15,7,3,1.348,flat,0
2.7236,19,6,3,1.099,flat,0
4.4531,16,6,3,1.443,duplex,0
3.2135,37,6,3,1.236,flat,0
3.1142,12,6,3,1.126,flat,0
3.0068,23,6,2,1.073,flat,0
3.0905,12,6,3,1.178,flat,0
1.9362,17,5,2,0.899,flat,0
2.3155,14,5,3,1.023,flat,0
2.0094,19,5,3,0.873,flat,0
3.07,15,6,2,1.426,duplex,0
1.6785,12,5,3,1.531,duplex,0
3.6625,22,6,2,1.266,flat,0
3.5046,18,6,3,1.183,flat,0
3.9,7,7,3,1.47,duplex,0
1.8095,39,5,2,0.781,flat,0
2.2833,39,5,3,0.858,flat,0
1.5633,41,5,3,0.845,flat,0
3.4191,52,5,2,1.375,flat,0
0.9393,17,5,3,0.889,flat,0
1.1019,13,5,3,1.202,flat,0
1.7284,29,5,3,0.745,flat,0
2.2621,43,6,3,0.851,flat,0
2.575,34,6,3,1.303,flat,0
4.3309,28,7,3,1.252,flat,0
3.0253,29,6,3,1.114,flat,0
3.2016,37,6,2,0.97,flat,0
3.1125,11,6,3,1.226,flat,0
3.0625,8,6,3,1.163,flat,0
