BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PxHeight,PxWeight,PriceRange
1672,32,0.5,1,1267,20,1,1,1,0,1,0.7,174,1,17,4,13,20,1281,1896,Medium
514,57,0.7,3,687,20,0,1,0,1,1,0.1,186,1,6,0,4,7,168,1320,Low
1375,12,1.3,1,2890,12,1,0,0,0,1,0.1,105,0,17,1,2,13,898,1687,VeryHigh
989,55,1.8,1,1737,10,1,1,1,1,1,0.7,124,0,8,5,4,12,46,1069,Medium
1510,47,2.5,2,887,5,1,0,0,0,1,0.7,138,0,18,6,11,13,118,1170,Low
1266,18,2.6,7,398,3,0,1,0,1,0,0.4,86,1,16,8,1,2,1187,1595,Low
1396,46,2.4,7,2389,15,1,0,0,1,0,0.1,138,0,7,3,0,1,1191,1347,High
808,45,2.3,1,3431,13,0,0,0,1,0,0.8,161,1,15,6,3,9,526,1324,VeryHigh
1542,43,2.3,2,3601,16,0,0,0,0,0,0.8,182,0,14,4,1,11,346,966,VeryHigh
745,35,0.6,8,2459,16,1,1,0,0,1,0.8,102,1,14,1,5,10,89,1538,Medium
1735,59,1.9,6,3230,9,1,1,1,0,1,0.7,148,1,6,1,0,0,137,846,VeryHigh
586,57,0.5,2,3646,11,1,1,0,1,0,0.3,188,1,15,4,1,5,1226,1389,VeryHigh
1341,36,2.1,8,2200,15,1,0,0,0,1,0.4,107,1,18,14,0,1,473,574,Medium
781,64,1.3,2,3862,9,1,0,0,0,1,0.2,88,0,17,10,1,7,368,607,VeryHigh
501,22,0.5,6,3077,17,1,0,0,0,1,0.5,174,0,17,3,14,20,239,1636,High
1224,44,1.8,2,621,14,1,1,1,1,1,0.2,139,1,11,4,2,9,622,709,Low
1970,58,1.6,8,2372,2,1,1,1,0,0,0.3,80,1,14,12,11,19,654,882,High
618,63,2.2,2,2574,5,1,1,1,0,1,0.9,138,1,14,3,0,1,853,1781,High
1537,46,2.9,4,2857,2,0,1,1,1,0,0.8,158,1,17,14,11,17,686,1305,VeryHigh
1018,16,2.2,8,3143,20,0,0,0,0,0,0.6,153,1,17,12,8,10,992,1433,VeryHigh
1545,35,1.3,5,3197,6,1,1,1,1,0,0.1,173,0,14,9,15,20,115,1352,VeryHigh
1871,41,2.1,8,2727,11,0,1,1,0,0,0.4,144,0,15,8,4,5,275,1966,VeryHigh
1729,12,2.1,1,1519,5,1,1,0,1,1,0.9,186,0,9,4,1,6,461,1178,Medium
680,9,2.1,3,2438,17,1,1,1,0,1,0.1,131,0,14,2,9,11,1428,1500,High
1106,54,1.9,3,2674,9,0,1,0,1,1,0.7,107,0,9,3,4,9,614,1212,High
635,50,0.6,5,2107,12,1,1,1,0,1,0.3,97,0,13,12,1,13,193,989,Medium
618,16,0.6,1,2262,4,0,0,0,0,0,0.2,143,1,16,15,8,14,1105,1602,High
1671,5,0.5,8,815,10,1,1,0,1,0,0.9,179,1,16,6,13,18,398,1263,Low
1562,52,1.2,7,2829,3,1,1,1,1,1,0.1,105,1,13,10,0,9,480,728,High
1975,31,1.9,1,3022,19,1,0,0,1,1,0.9,151,0,13,5,2,17,775,1607,VeryHigh
831,62,0.7,8,2573,18,0,1,1,1,1,0.7,134,0,16,12,2,9,1482,1490,High
1524,10,1.8,4,2678,13,1,1,0,1,1,0.6,174,0,16,5,0,1,154,550,High
1528,55,1.8,5,1282,11,1,1,1,1,1,0.8,129,1,11,9,3,6,454,1762,Medium
1447,9,2.5,8,568,8,1,0,0,0,1,0.2,155,0,12,11,2,16,737,1455,Low
1344,14,1.5,1,2074,5,0,1,0,0,0,0.5,190,1,8,1,1,3,419,556,Medium
564,8,3,2,2227,14,1,1,0,1,0,0.7,130,0,9,2,1,3,853,1737,Medium
921,60,0.6,2,1080,6,1,0,0,1,0,0.1,83,0,10,0,1,3,1211,1229,Low
1413,10,1.7,6,2867,15,0,0,0,0,1,0.2,200,1,5,4,2,6,314,1606,High
831,55,2.4,6,1075,3,0,1,0,0,0,0.5,86,1,12,11,10,12,172,1239,Low
802,43,0.5,5,3063,4,1,0,0,0,0,0.6,153,1,17,13,3,6,527,734,High
1923,24,1.3,4,2479,15,0,1,0,0,0,1,86,1,9,2,3,4,874,1264,High
1193,56,3,3,2394,14,0,1,0,0,1,0.4,196,1,19,11,10,17,674,864,High
904,31,1.2,3,2814,19,1,1,1,0,1,0.8,112,0,13,3,10,11,657,1014,High
1285,51,2.4,7,2094,10,0,1,1,0,0,1,140,0,8,0,1,2,475,500,Medium
1635,2,2.6,4,2315,2,1,1,1,0,0,0.6,182,1,10,1,0,0,1209,1411,High
1923,14,1,4,2519,16,1,1,1,1,0,0.9,154,0,13,0,5,6,15,525,High
1851,12,1.9,6,735,14,1,1,1,1,1,0.9,198,0,7,6,3,11,293,1967,Low
727,32,1.5,7,1891,7,0,1,1,1,1,1,131,0,19,13,0,1,813,1377,Medium
1396,44,1.5,6,1386,8,1,1,1,1,0,0.1,118,1,7,1,0,1,173,1843,Medium
877,46,1.3,1,3260,6,1,1,1,0,0,0.8,135,0,14,12,9,14,457,652,High
696,35,2.4,3,2022,4,0,1,1,1,1,0.2,103,0,14,11,11,13,533,797,Medium
1009,2,1,8,1716,15,1,0,0,0,1,0.6,102,0,7,5,2,14,912,1043,Medium
1526,38,1.1,5,3317,8,1,1,1,1,0,0.3,116,1,7,1,2,6,798,1418,VeryHigh
987,20,2,7,1454,8,1,1,0,0,0,0.8,192,1,11,3,1,3,412,565,Low
1414,49,2.2,4,2290,12,1,1,1,0,1,0.5,101,1,13,0,0,1,130,887,Medium
1732,61,0.8,5,3940,20,0,0,0,1,0,0.3,172,1,17,11,2,3,201,656,VeryHigh
1587,50,0.5,8,461,4,0,1,0,1,1,0.9,148,0,17,4,0,15,299,874,Low
1097,21,0.8,7,2219,12,0,1,1,1,0,0.1,160,0,15,6,10,15,1277,1352,High
504,40,2.8,3,470,16,1,1,0,0,0,0.5,178,0,6,0,0,0,626,1195,Low
1159,28,2.7,8,2495,9,0,1,1,1,0,0.2,80,1,10,0,13,18,378,751,High
1910,29,1.4,7,2944,2,0,1,0,1,0,0.6,146,1,8,7,0,2,333,639,High
865,59,1.2,3,2361,19,1,1,0,1,0,0.1,159,0,16,11,8,9,805,1804,High
1930,16,2,8,1783,13,0,0,0,1,1,0.8,186,0,17,3,11,12,1901,1920,High
860,40,1.3,3,2832,20,1,1,1,1,1,0.7,170,1,13,7,8,13,1573,1581,High
1268,42,2.9,6,931,20,0,1,1,0,1,0.9,182,1,11,5,9,17,360,912,Low
999,27,1.8,4,1344,5,1,1,1,0,1,0.1,167,0,17,10,0,1,20,745,Low
622,9,0.7,2,3916,5,0,1,1,1,0,0.3,127,0,13,1,0,0,98,511,High
1250,44,1.4,7,1882,14,0,0,0,0,1,0.2,182,0,14,1,8,20,703,1011,Medium
763,51,0.5,5,2865,9,0,1,1,1,1,0.3,104,1,11,6,9,12,273,1278,High
1100,15,1.6,8,757,16,0,1,0,1,1,0.1,112,1,12,2,12,14,919,1344,Low
815,51,2,6,3469,6,1,1,0,1,0,0.3,85,0,5,4,4,12,982,1291,VeryHigh
618,57,0.5,3,2399,17,1,1,1,1,1,0.2,88,1,18,15,2,7,879,896,Medium
553,18,2.2,2,3300,20,1,1,1,0,1,0.7,136,0,12,10,0,1,1287,1892,VeryHigh
673,3,2.2,2,2719,9,1,1,0,1,1,0.4,84,1,19,2,2,9,1109,1247,High
563,47,2,7,3012,15,1,1,0,0,0,0.3,115,0,14,4,3,12,211,684,High
1590,14,1.5,4,2836,4,1,1,1,0,0,0.5,187,0,6,5,12,15,1058,1109,VeryHigh
1031,11,2.1,2,2385,16,1,1,1,0,1,0.1,121,0,11,7,2,9,532,1247,High
909,30,0.5,3,594,4,1,1,0,1,1,0.4,97,1,12,0,9,10,290,773,Low
1880,7,0.5,4,2968,3,0,1,1,0,0,0.6,104,1,9,0,0,1,890,1019,VeryHigh
1479,24,1.8,6,3762,5,1,1,1,0,1,0.1,146,0,12,10,0,0,327,645,VeryHigh
1271,2,1.5,1,892,20,1,0,0,0,0,0.9,161,1,15,13,0,1,1260,1788,Medium
709,13,1.9,8,467,5,0,1,1,1,0,0.1,81,1,17,11,11,15,570,1422,Low
1744,62,2.8,1,345,14,0,1,1,0,0,0.7,158,0,10,6,0,0,621,1558,Low
1314,40,2.2,7,3033,17,0,1,1,1,1,0.8,116,1,9,8,0,1,328,1858,VeryHigh
1136,9,0.5,6,2110,16,0,1,1,1,0,0.9,150,0,9,5,0,2,1307,1767,High
1039,56,2.7,8,3105,5,0,0,0,1,1,0.3,125,1,14,8,11,13,497,618,High
1300,62,0.5,6,874,10,0,1,0,0,1,0.1,156,1,15,3,5,7,219,1037,Low
732,39,2.3,7,3681,15,1,1,1,1,1,0.6,188,1,19,3,7,11,1163,1554,VeryHigh
511,52,0.7,2,3865,7,1,1,1,1,0,0.7,180,0,8,3,1,10,24,759,High
1092,11,0.5,3,737,11,1,0,0,0,1,0.5,167,1,14,4,10,14,468,571,Low
921,10,2.2,7,3153,11,1,1,1,0,1,0.1,170,1,8,2,12,18,1272,1469,VeryHigh
1030,37,0.5,1,2800,12,0,1,1,1,1,0.7,147,0,8,6,4,8,503,551,High
1130,27,1.8,1,315,11,1,1,0,0,0,0.9,101,1,14,5,0,8,1495,1579,Low
1299,60,2.8,8,1412,20,1,0,0,1,0,0.8,187,1,13,1,2,6,1333,1838,Medium
1009,2,2.8,7,2286,13,1,1,1,0,1,0.6,115,0,19,8,7,15,267,1841,High
1735,34,1.8,2,2392,19,1,1,0,1,0,0.1,140,0,17,15,16,17,149,876,High
1129,49,2.8,2,1857,5,1,1,0,1,1,0.5,185,1,8,4,0,2,1070,1079,Medium
708,26,1.9,7,1419,16,0,1,0,1,0,0.3,116,1,10,6,0,1,206,620,Low
894,58,0.7,2,3305,2,0,1,1,0,0,0.1,123,0,12,7,2,3,158,747,High
530,32,2.4,6,959,6,0,0,0,0,0,0.3,88,1,17,7,1,20,48,1012,Low
1481,35,2,3,2635,4,1,1,0,1,1,0.5,105,0,17,16,0,0,249,522,High
1068,45,2.7,5,1754,9,1,1,1,1,0,0.6,194,0,17,7,0,1,935,1499,Medium
1487,57,0.5,3,2563,14,0,1,1,0,0,0.7,84,0,18,4,6,12,140,768,High
1524,41,2.5,4,1936,9,1,1,1,1,0,1,96,1,7,0,11,20,184,740,Medium
1093,22,1.9,8,1869,4,1,1,1,1,0,0.3,196,1,8,5,2,14,238,807,Medium
1816,50,1.6,5,3637,16,1,0,0,1,1,0.1,186,0,11,7,0,2,800,1089,VeryHigh
627,20,1.8,3,896,14,0,0,0,0,0,0.8,142,0,17,6,2,8,211,507,Low
989,51,0.7,3,2349,20,0,1,1,1,1,0.4,132,0,10,1,13,15,670,804,Medium
1895,5,0.5,1,774,6,0,1,1,0,0,0.7,134,1,15,4,2,11,725,1335,Medium
805,58,1.7,3,3397,2,1,1,1,0,1,0.9,168,0,7,6,0,10,81,1544,High
713,2,1.6,8,485,4,0,1,1,1,1,0.4,181,1,10,6,7,9,1211,1378,Low
864,24,2.5,4,3964,12,0,1,1,0,0,0.7,148,1,13,8,10,15,1362,1378,VeryHigh
1177,11,0.9,4,1887,11,0,1,0,1,0,1,181,1,8,5,1,7,945,1923,Medium
582,32,0.5,3,2977,20,0,0,0,1,0,0.7,107,1,6,1,8,11,1043,1702,High
1898,56,1.8,7,2114,19,1,1,1,1,0,0.2,185,1,10,5,3,4,444,739,High
1158,29,0.7,2,1542,15,1,1,1,1,0,0.7,123,0,17,9,1,20,311,1796,Medium
1451,57,0.5,8,3038,18,0,1,1,1,1,0.6,181,0,15,7,5,12,812,1456,VeryHigh
1820,51,1.4,7,2481,11,0,0,0,0,1,0.9,163,0,11,9,5,10,202,1884,High
984,9,0.5,3,841,16,1,1,1,0,0,0.8,140,0,18,15,3,20,531,707,Low
580,24,2.1,4,3565,8,1,1,0,1,1,0.4,135,0,12,11,0,5,404,898,High
1263,5,2,6,1958,4,0,1,0,1,1,0.4,146,1,9,6,0,3,954,1609,High
1237,27,0.5,8,2454,8,0,1,0,1,0,0.1,87,1,14,0,2,5,274,603,High
514,37,1.6,1,3392,5,0,1,1,1,1,0.1,172,1,12,8,7,9,956,1723,VeryHigh
1515,56,2.6,3,262,20,0,1,1,0,0,0.9,184,1,14,4,0,1,1438,1593,Low
721,6,0.5,4,530,8,1,1,1,1,0,0.4,194,0,8,4,6,9,1446,1988,Low
603,35,2.5,3,3703,9,1,0,0,1,1,0.7,126,0,13,1,3,16,692,1057,VeryHigh
1426,55,2.5,1,2562,3,0,1,1,0,1,0.4,109,0,5,1,2,7,777,1032,High
1820,64,1.7,1,574,18,1,1,1,0,1,0.6,161,1,10,2,0,3,1157,1951,Medium
1215,16,1,4,2632,15,0,0,0,1,0,0.1,130,0,7,1,4,8,454,1473,High
697,20,2.7,2,259,4,1,1,1,1,0,0.4,173,1,12,6,5,6,478,1477,Low
717,10,0.5,1,688,15,1,0,0,0,1,0.6,198,1,10,7,4,5,217,1106,Low
1348,36,2,6,2554,12,1,0,0,0,1,0.3,145,1,19,1,5,6,468,741,High
1164,61,2.6,1,3859,17,1,0,0,0,1,0.3,88,1,11,10,0,6,1107,1656,VeryHigh
578,62,0.5,5,2977,5,0,1,1,1,1,0.3,170,1,15,12,9,13,626,1134,High
1971,40,0.5,7,571,17,1,1,0,0,1,0.3,186,1,8,7,0,19,485,922,Low
1794,55,0.5,7,402,14,1,1,1,1,1,0.5,86,0,14,7,5,7,43,627,Low
1558,32,2.5,5,878,17,0,1,1,1,1,0.1,114,1,16,5,2,3,322,1385,Low
1597,4,0.9,1,2130,15,0,1,1,0,1,0.5,85,1,8,3,4,19,880,1145,High
1240,39,1.6,2,3260,17,0,0,0,1,0,0.1,146,0,13,1,0,9,1511,1756,VeryHigh
1994,7,0.8,8,454,6,1,1,1,0,1,0.6,88,1,11,8,2,4,667,711,Low
1221,35,2.3,7,2638,14,0,1,1,1,0,0.4,152,1,19,16,7,19,765,1899,High
989,24,1.6,8,2819,5,1,1,1,1,1,0.6,156,0,16,13,11,17,614,679,High
1180,50,1.2,4,1464,20,0,1,1,1,1,1,144,1,7,3,5,20,925,1252,Medium
718,59,2.8,6,1824,3,0,1,0,0,0,0.8,113,1,11,9,10,13,1185,1387,Medium
1670,47,1.6,8,876,5,1,1,0,0,1,0.8,139,1,16,0,0,15,1706,1886,Medium
534,21,2.5,7,2706,18,0,1,1,0,1,0.3,164,1,7,5,1,9,347,1477,High
1566,20,0.5,2,659,13,1,1,0,1,1,0.5,126,1,14,9,0,0,1603,1930,Medium
1935,29,0.5,5,455,6,0,1,1,1,0,0.6,124,0,9,2,0,9,806,860,Low
504,54,2.8,2,2378,2,1,1,0,0,1,0.4,163,0,17,11,2,10,1207,1539,High
913,41,1.7,1,2278,18,1,1,1,0,0,0.3,103,1,15,3,1,14,431,1144,Medium
1317,43,1.8,5,3436,5,1,0,0,1,0,0.5,113,1,16,13,2,3,179,613,VeryHigh
917,31,0.5,6,3424,13,0,1,1,0,1,0.5,88,1,19,2,1,2,423,909,VeryHigh
712,49,2.5,6,401,10,1,1,0,1,0,0.6,99,0,5,0,1,3,1131,1743,Low
1083,52,1,2,681,19,0,1,0,1,0,0.9,126,1,19,18,6,20,925,1469,Low
1039,6,0.6,6,3212,7,0,1,1,1,0,0.1,136,0,15,7,5,8,62,544,High
1747,13,0.5,6,3105,10,0,1,0,0,0,0.7,185,0,7,1,4,12,800,873,VeryHigh
1449,52,0.5,6,2036,10,1,0,0,0,1,0.6,105,1,5,1,0,0,211,947,Medium
1872,49,0.5,7,3153,5,1,1,0,0,1,0.2,139,1,16,15,14,18,81,1389,VeryHigh
1796,7,1.6,4,1642,3,1,0,0,1,0,0.1,101,1,9,4,5,6,667,798,Medium
1097,60,1.4,1,509,12,0,1,0,0,0,0.8,181,0,15,12,0,17,405,519,Low
1562,20,0.5,8,3465,6,1,1,1,0,0,0.8,172,1,16,11,1,10,678,1676,VeryHigh
1433,27,2.3,7,3900,2,0,1,1,1,1,0.9,153,0,18,16,8,12,1619,1651,VeryHigh
740,12,1.8,1,1105,19,0,0,0,1,0,0.2,123,1,7,6,1,11,935,1147,Low
676,39,2.2,1,2064,6,0,1,1,0,0,0.2,84,0,13,7,1,5,864,1011,Medium
503,13,1.8,1,3117,9,1,1,1,1,1,0.7,131,0,19,6,1,4,1495,1688,VeryHigh
1020,7,1.5,3,1142,8,0,1,1,1,0,0.7,96,0,13,9,13,18,870,1613,Medium
896,4,1,1,1060,4,1,1,1,1,0,0.3,111,1,12,10,3,4,1379,1469,Medium
1824,19,0.8,2,2381,5,0,1,1,0,1,0.9,143,0,14,1,4,5,1055,1738,High
1512,54,0.6,3,3366,11,1,1,1,1,0,0.4,134,0,7,3,1,2,220,1838,VeryHigh
1053,42,2.9,6,1339,14,0,0,0,1,0,0.9,126,0,17,0,7,17,419,1261,Low
1944,31,1.8,4,2560,8,1,1,1,0,1,0.8,87,0,7,3,0,10,1111,1362,VeryHigh
1174,25,0.7,2,285,3,1,1,1,1,0,0.8,91,0,19,7,1,8,1097,1461,Low
627,12,1.6,7,2476,10,1,1,1,0,1,0.2,131,0,17,1,3,17,447,819,Medium
1602,46,2.7,1,1862,2,0,1,1,1,0,0.6,118,0,16,9,4,5,273,1062,Medium
1733,6,1.5,1,3488,10,1,1,1,1,1,0.9,170,1,6,4,4,15,590,997,VeryHigh
586,8,1.4,8,3178,10,1,1,1,1,0,0.5,142,0,9,7,10,14,116,598,High
1528,37,2.4,8,733,14,0,1,0,0,0,0.2,156,1,15,0,2,3,306,564,Low
875,23,0.7,7,756,6,0,0,0,0,0,0.1,110,0,14,5,2,7,300,1316,Low
1602,58,0.6,1,3622,17,0,0,0,1,0,0.4,170,1,17,2,12,13,1259,1746,VeryHigh
1426,12,1.6,5,1277,5,0,1,1,0,0,0.7,174,0,14,9,4,16,1573,1694,Medium
1370,6,1.4,6,3703,11,0,1,1,0,0,0.2,158,1,13,10,5,8,1392,1783,VeryHigh
609,10,0.5,6,1905,18,0,1,1,1,1,0.1,81,1,16,3,4,6,113,1524,Medium
840,15,1.2,6,2636,6,1,1,1,0,0,0.3,178,1,12,2,5,8,526,1728,High
991,12,2,5,2014,10,0,1,1,0,0,0.3,158,0,11,9,2,6,1209,1678,High
1724,9,1.8,2,3056,6,0,1,1,0,1,0.8,100,0,18,16,0,1,655,828,VeryHigh
584,19,1.8,3,465,4,0,1,1,0,1,0.3,168,1,12,8,0,0,1123,1622,Low
860,49,1.3,6,3869,20,1,1,1,1,1,0.7,141,1,16,14,1,13,692,979,VeryHigh
1541,28,2.8,5,1108,7,1,1,1,1,1,0.2,165,0,12,1,10,15,796,1052,Medium
615,58,0.5,5,1906,5,1,1,0,0,1,0.5,130,0,14,5,7,8,1021,1958,Medium
912,46,2.8,4,851,4,1,1,1,1,1,0.4,84,1,8,4,6,11,995,1310,Low
1278,60,1.2,7,3142,19,0,1,1,1,1,0.6,172,0,11,4,10,14,1244,1504,VeryHigh
1365,31,0.6,4,1300,13,0,1,1,1,0,0.3,125,0,14,7,0,0,293,970,Low
1702,36,1,5,1430,10,0,0,0,0,0,0.1,177,0,8,6,7,9,1240,1931,High
589,59,0.5,8,362,6,0,1,1,1,1,0.7,146,1,16,10,1,4,759,1858,Low
1347,56,1.5,1,2456,13,1,1,0,1,0,0.3,95,1,13,0,10,19,398,1528,High
1644,44,2.8,8,2360,19,0,1,1,0,0,1,137,0,7,4,0,0,358,791,High
956,42,1.9,7,3700,7,1,1,0,0,0,0.1,133,1,10,0,1,11,403,1614,VeryHigh
1089,2,1.4,7,2620,13,1,1,0,0,0,0.1,153,0,7,5,10,20,211,1409,High
871,52,0.6,3,437,17,0,1,0,0,0,0.1,178,0,14,7,2,3,194,1437,Low
664,6,1.5,2,3774,18,0,1,1,0,0,0.9,164,0,11,5,5,19,1076,1472,VeryHigh
1874,19,0.6,2,1218,17,0,0,0,0,1,0.8,192,1,15,10,1,9,1238,1418,Medium
1928,5,2.6,5,696,15,0,1,0,1,0,0.8,162,1,14,12,5,16,229,1004,Low
888,33,2.6,2,3407,20,1,1,1,0,0,0.4,198,0,12,1,2,17,327,1683,VeryHigh
1077,58,1.7,7,3902,3,1,1,0,0,1,0.8,86,0,9,3,1,13,135,1892,VeryHigh
1023,30,2.3,8,2086,19,1,1,1,1,1,0.2,80,1,10,0,5,7,5,1744,Medium
1426,42,0.8,3,1356,16,0,1,1,1,1,0.6,84,0,15,9,2,10,715,1163,Medium
831,26,1.7,5,1704,20,1,1,1,1,0,0.7,177,1,6,5,7,11,511,621,Low
1496,6,1.3,3,3571,11,1,1,1,1,1,0.5,85,1,16,1,0,9,549,1383,VeryHigh
1433,5,2.3,5,2132,19,0,1,1,1,1,0.1,129,0,18,15,2,11,420,784,Medium
1095,44,2.6,4,3209,8,1,1,1,1,1,0.7,103,1,13,11,0,5,838,1066,VeryHigh
643,23,0.7,1,2096,2,1,1,1,0,1,0.8,156,0,13,6,3,9,314,1400,Medium
1142,6,1.1,4,1273,6,0,1,1,0,1,0.5,198,0,19,0,0,0,739,1766,Medium
730,27,0.5,5,3623,15,1,1,1,0,1,0.1,112,1,9,4,3,10,62,846,High
1901,41,0.5,2,368,12,0,1,1,0,1,0.6,131,0,5,1,5,17,3,1662,Low
1510,32,0.6,3,854,10,1,1,0,1,0,0.7,135,0,8,2,1,8,963,1520,Medium
1924,59,2.6,6,3646,16,0,1,1,1,0,0.9,136,0,10,9,0,0,1438,1923,VeryHigh
1825,17,1.1,4,3130,2,1,1,1,1,0,0.1,157,0,12,4,13,18,1621,1773,VeryHigh
1275,5,0.5,1,3784,4,1,1,1,0,1,0.2,152,1,13,4,3,9,19,501,VeryHigh
987,17,2.3,7,3885,14,0,1,0,0,1,0.8,124,1,11,0,9,17,887,1274,VeryHigh
1538,13,2.3,7,1494,12,0,1,1,1,1,0.2,121,1,18,10,6,7,567,986,Medium
1965,29,0.5,5,2973,20,0,1,1,1,1,0.5,149,1,11,1,4,13,584,676,VeryHigh
808,20,1.9,6,1471,11,0,0,0,0,0,0.8,185,1,13,4,7,14,496,974,Low
712,27,0.5,2,2001,12,0,1,0,1,0,0.5,86,1,11,10,6,11,1245,1309,Medium
1507,42,0.9,5,1486,19,1,1,1,0,1,0.4,123,0,15,3,0,0,682,888,Medium
912,47,0.7,3,1321,6,0,0,0,1,0,0.9,182,1,7,2,3,6,724,794,Low
769,17,1.2,8,1877,11,0,0,0,1,1,0.1,95,0,18,2,2,4,1384,1454,Medium
948,22,2.3,5,3499,19,0,1,0,1,0,0.1,173,1,11,7,14,20,257,1654,VeryHigh
507,39,1.9,1,2124,12,1,1,1,0,1,0.7,142,1,6,0,0,0,17,1084,Medium
1384,60,2.8,3,1221,15,1,1,0,1,1,0.1,82,0,18,12,15,18,983,1210,Medium
1766,29,1.3,8,2316,6,0,0,0,1,1,0.5,194,0,19,2,1,20,439,1306,High
1407,16,1.8,4,1068,8,1,1,1,0,0,0.2,170,1,6,0,5,6,925,1206,Medium
614,24,2.9,4,1930,4,1,1,1,1,0,0.2,94,0,13,12,3,7,409,603,Medium
1972,14,2.9,7,1316,8,0,1,0,0,0,0.4,196,1,8,1,9,18,293,952,Medium
1039,47,0.5,8,1742,15,1,1,0,0,0,0.2,130,0,18,12,8,9,384,1878,Medium
511,34,3,8,3265,14,1,1,1,0,1,0.9,125,0,14,7,5,13,149,1285,High
1811,5,2.5,4,2700,8,0,1,1,1,1,0.6,98,1,13,7,4,16,447,568,High
1159,36,1.5,4,2115,18,0,0,0,0,0,0.4,104,0,8,7,3,8,717,1206,High
1848,12,1.3,2,3915,8,1,0,0,1,0,0.1,178,0,9,7,7,19,195,533,VeryHigh
1988,16,0.5,8,3144,14,0,1,1,0,1,0.1,94,0,16,2,0,1,153,696,VeryHigh
1469,58,0.5,7,1571,2,0,1,1,0,0,0.5,150,0,17,16,3,8,1699,1850,High
1423,44,0.6,5,2253,9,0,0,0,0,0,0.8,131,0,10,8,12,13,501,640,Medium
1974,10,0.5,6,1433,17,1,0,0,0,0,0.8,145,0,6,1,9,12,530,1496,Medium
835,42,0.8,5,2583,13,1,1,1,1,0,0.8,128,1,15,2,2,18,396,1378,High
1429,42,0.6,5,1817,16,0,1,0,0,0,0.9,151,0,6,1,8,9,670,1552,Medium
947,51,0.5,2,2915,6,0,1,1,1,1,0.1,144,1,17,1,1,15,193,887,High
1446,18,2.8,8,3340,16,1,1,1,1,1,0.3,178,1,8,0,0,1,351,1769,VeryHigh
1332,7,1.3,7,2790,10,1,1,1,0,0,0.8,168,1,19,11,5,19,846,855,High
1498,14,1.2,4,577,12,1,1,1,0,1,0.1,191,1,14,12,0,1,111,1167,Low
1576,14,0.9,2,3220,6,1,1,1,0,1,0.4,173,1,17,2,0,4,1213,1386,VeryHigh
1398,26,1.6,1,3488,11,1,1,1,0,0,0.8,150,1,14,3,8,12,755,1284,VeryHigh
1885,14,2.4,4,1277,16,1,1,1,1,0,0.6,92,0,9,6,12,15,1406,1517,Medium
798,2,0.5,2,3593,3,1,0,0,0,1,0.8,148,1,14,9,7,15,497,627,High
1436,42,2.5,8,2736,19,1,1,1,0,0,0.9,124,1,12,5,0,1,1826,1836,VeryHigh
1998,31,1.2,8,2311,18,0,1,0,0,1,0.6,196,1,17,9,8,19,50,1356,High
1321,63,1.3,8,1464,16,0,1,1,1,1,0.4,109,1,7,6,0,9,817,941,Medium
1021,9,1.3,2,1355,14,0,1,0,0,0,0.7,192,1,6,1,7,12,901,1793,Medium
1339,40,2.3,2,2382,7,1,1,0,1,1,0.1,123,0,6,4,0,1,212,1269,High
1210,57,1.6,4,1886,17,1,1,0,1,1,0.5,111,0,16,0,9,20,329,1039,Medium
1949,31,0.5,5,832,19,1,1,1,0,1,0.1,145,0,7,3,2,9,837,1182,Medium
882,28,0.7,6,751,8,1,1,1,1,0,0.2,151,0,19,11,9,16,248,884,Low
1549,27,1.5,5,436,11,1,1,1,0,1,0.4,113,0,10,8,0,7,632,1162,Low
1991,42,2.2,1,722,10,1,1,1,0,0,0.7,82,1,6,5,1,13,366,613,Low
796,12,0.5,1,1075,2,0,0,0,0,0,0.5,114,1,7,3,2,8,174,518,Low
1012,39,0.5,4,2802,10,1,1,0,0,0,0.1,161,1,8,0,4,6,882,1195,High
1318,11,1.9,2,1780,2,1,1,1,0,0,0.8,188,0,12,10,0,15,688,1591,Medium
1708,14,0.8,4,1247,16,0,1,1,0,0,0.9,197,0,19,16,8,16,263,1345,Medium
598,62,0.8,8,3066,19,1,1,1,0,1,0.1,117,1,11,2,8,9,118,764,High
541,51,2.3,8,403,12,0,0,0,0,1,0.4,200,0,11,2,4,17,1012,1226,Low
818,23,0.5,5,2518,3,1,1,1,0,0,0.2,192,1,19,12,2,17,586,1552,High
1414,15,0.5,2,1069,14,0,1,1,0,0,0.8,168,0,18,6,0,0,294,1233,Low
601,6,1.7,4,2651,9,1,1,1,1,1,0.8,169,0,14,8,3,11,818,1827,High
561,40,2.8,7,2974,19,1,1,1,1,1,0.1,99,0,15,12,2,6,426,865,High
1616,52,2.3,5,657,2,1,1,0,0,1,0.1,100,1,7,3,3,8,151,1133,Low
1263,32,1.4,2,3372,10,1,1,1,0,1,0.4,103,1,18,13,1,2,409,644,VeryHigh
1604,63,1.9,5,1464,20,1,1,1,0,1,0.6,93,1,15,9,0,2,641,1156,Medium
539,24,2,4,1326,3,1,1,0,0,0,0.5,86,1,7,4,1,2,958,967,Low
1071,49,2.6,4,3393,7,0,1,0,0,0,0.3,199,0,6,5,0,5,1328,1970,VeryHigh
