Song_Name,Artist,Album,Playlist,Popular,Popularity,Duration,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Audio_Mode,Speechiness,Tempo,Time_Signature,Audio_Valence
Snap Yo Fingers,Youngbloodz,Snap Yo Fingers - Single,Throwback Workout,1,71,274386,0.00647,0.835,0.757,0,8,0.29,-5.029,0,0.23,82.038,4,0.626
We Come Running,Youngblood Hawke,Youngblood Hawke,Epic Workout,0,55,248600,0.000287,0.561,0.736,0.00303,10,0.118,-7.014,1,0.041,124.983,4,0.31
I'm Missing You,Young Trigger,Firme Oldies 2,Chicano Fly Zone,0,27,236786,0.0887,0.78,0.641,0.000158,7,0.329,-6.695,1,0.196,94.984,4,0.319
Anybody (feat. Nicki Minaj),Young Thug,Hear No Evil,The Rhythm & Beats,1,75,254946,0.0381,0.901,0.472,0,11,0.11,-8.416,0,0.194,120,4,0.479
Anybody (feat. Nicki Minaj),Young Thug,Anybody (feat. Nicki Minaj),Hip-Hop R&B Nation,0,49,254946,0.0407,0.899,0.467,2.80E-06,11,0.132,-8.608,0,0.175,120.038,4,0.475
Chains Choking Me (feat. Gunna),Young Thug,Slime Language,Mellow Bars,0,64,181453,0.0123,0.722,0.482,0,2,0.112,-11.249,1,0.325,81.735,4,0.0842
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,Slime Language,Get Turnt,1,84,201706,0.00183,0.938,0.5,0,4,0.077,-10.08,0,0.144,140.011,4,0.462
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,Slime Language,RapCaviar,1,84,201706,0.00183,0.938,0.5,0,4,0.077,-10.08,0,0.144,140.011,4,0.462
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,Slime Language,The Realest Down South,1,84,201706,0.00183,0.938,0.5,0,4,0.077,-10.08,0,0.144,140.011,4,0.462
Climax (feat. 6lack),Young Thug,On The Rvn,Signed XOXO,1,76,189093,0.0608,0.829,0.362,0,0,0.135,-11.546,0,0.231,122.912,4,0.369
Dirty Shoes (feat. Gunna),Young Thug,Slime Language,The Realest Down South,1,67,198400,0.0207,0.849,0.38,0,1,0.0958,-8.788,1,0.441,155.96,4,0.423
High (feat. Elton John),Young Thug,On The Rvn,A1 Hip-Hop,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,Hip-Hop R&B Nation,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,Hot Rhythmic,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,Mellow Styles,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,POLLEN,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,Pop Rising,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,Signed XOXO,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,The Rhythm & Beats,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
High (feat. Elton John),Young Thug,On The Rvn,Tomorrow's Hits,1,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
Icey,Young Thug,On The Rvn,The Realest Down South,1,73,232146,0.0075,0.796,0.357,0,1,0.0966,-11.678,1,0.344,150.039,4,0.454
It's A Slime (feat. Lil Uzi Vert),Young Thug,Slime Language,Straight Off The Porch,1,71,142840,0.00449,0.863,0.464,0,1,0.0938,-10.559,1,0.346,75.5,4,0.566
Now (feat. 21 Savage),Young Thug,Hear No Evil,Off the Strength,1,69,206773,0.000209,0.968,0.353,2.48E-06,6,0.094,-7.422,1,0.331,130.016,4,0.0971
Now (feat. 21 Savage),Young Thug,Hear No Evil,The Realest Down South,1,69,206773,0.000209,0.968,0.353,2.48E-06,6,0.094,-7.422,1,0.331,130.016,4,0.0971
On The Run (feat. Offset),Young Thug,On The Rvn,The Realest Down South,1,76,263933,0.00383,0.964,0.502,0,0,0.0874,-7.604,1,0.191,127.993,4,0.551
Real In My Veins (feat. T-Shyne),Young Thug,On The Rvn,The Realest Down South,1,71,250373,0.000185,0.635,0.632,0,5,0.0615,-8.21,0,0.275,162.023,4,0.233
Sin (feat. Jaden Smith),Young Thug,On The Rvn,Beats & Rhymes,1,85,202533,0.00544,0.889,0.385,0,11,0.274,-11.767,0,0.165,125.995,4,0.235
Sin (feat. Jaden Smith),Young Thug,On The Rvn,RapCaviar,1,85,202533,0.00544,0.889,0.385,0,11,0.274,-11.767,0,0.165,125.995,4,0.235
Call Me Back,Young the Giant,New Music from Mirror Master,You & Me,0,51,237746,0.202,0.75,0.365,0.0082,7,0.122,-6.741,1,0.0372,89.981,4,0.101
Cough Syrup,Young the Giant,Young the Giant (Special Edition),Indie Workout,1,71,249520,0.0343,0.534,0.721,6.24E-06,11,0.115,-7.307,0,0.0417,128.978,3,0.225
Heat of the Summer,Young the Giant,Heat of the Summer / Superposition / Simplify,Nike Running Tempo Mix,0,61,211386,0.00515,0.602,0.856,2.97E-06,7,0.098,-5.558,1,0.0458,80.021,4,0.895
Mind Over Matter,Young the Giant,Mind Over Matter,Just Get Going! 155 BPM,0,33,244693,0.000501,0.466,0.763,0,0,0.0973,-4.448,1,0.0318,154.914,4,0.293
My Body,Young the Giant,Young the Giant (Special Edition),Rock Me UP!,1,66,244400,0.0011,0.488,0.909,1.02E-05,10,0.456,-6.591,1,0.0929,129.774,4,0.643
My Body,Young the Giant,Young the Giant,Indie Workout,0,51,244400,0.0011,0.488,0.909,1.02E-05,10,0.456,-6.591,1,0.0929,129.774,4,0.643
Superposition,Young the Giant,Superposition,Mood Booster,1,66,230959,0.00289,0.593,0.697,0.0257,7,0.14,-5.416,1,0.0399,170,4,0.428
Superposition,Young the Giant,Mirror Master,Young & Free,0,63,230959,0.00289,0.593,0.697,0.0257,7,0.14,-5.416,1,0.0399,170,4,0.428
En Route,Young T & Bugsey,En Route,Rap UK,0,64,237621,0.154,0.803,0.647,0,5,0.0932,-6.726,0,0.185,150.008,4,0.795
New Hunnids (feat. Yung Bans & Gunna),Young Scooter,New Hunnids (feat. Yung Bans & Gunna),Hip-Hop R&B Nation,0,58,223064,0.0275,0.792,0.704,2.60E-05,2,0.116,-5.637,1,0.179,154.938,4,0.38
New Hunnids (feat. Yung Bans & Gunna),Young Scooter,New Hunnids (feat. Yung Bans & Gunna),Most Necessary,0,58,223064,0.0275,0.792,0.704,2.60E-05,2,0.116,-5.637,1,0.179,154.938,4,0.38
New Hunnids (feat. Yung Bans & Gunna),Young Scooter,New Hunnids (feat. Yung Bans & Gunna),The Realest Down South,0,58,223064,0.0275,0.792,0.704,2.60E-05,2,0.116,-5.637,1,0.179,154.938,4,0.38
Move (Time To Get Loose),Young Romantic,Move (Time To Get Loose),Happy Beats,0,40,188438,0.00578,0.791,0.793,0.0268,2,0.25,-7.546,1,0.0617,123.97,4,0.895
Start Right Now (feat. Laney Jones),Young Pines,Start Right Now (feat. Laney Jones),Happy Folk,0,52,194230,0.00463,0.787,0.704,0.451,6,0.0543,-6.46,1,0.0499,121.009,4,0.504
Sherbert,Young Nudy,Sherbert,The Realest Down South,0,52,225560,0.189,0.75,0.606,1.01E-06,10,0.112,-6.495,0,0.103,145.015,4,0.225
Since When,Young Nudy,Since When,Off the Strength,0,63,206222,0.000179,0.864,0.548,0,11,0.102,-9.434,0,0.175,134.991,4,0.207
Since When,Young Nudy,Since When,The Realest Down South,0,63,206222,0.000179,0.864,0.548,0,11,0.102,-9.434,0,0.175,134.991,4,0.207
Zone 6,Young Nudy,SlimeBall 3,Lowkey Flex,0,61,182880,0.174,0.853,0.417,0,9,0.314,-9.407,1,0.791,155.964,4,0.652
Zone 6,Young Nudy,SlimeBall 3,The Realest Down South,0,61,182880,0.174,0.853,0.417,0,9,0.314,-9.407,1,0.791,155.964,4,0.652
Lookin Ass,Young Money,Lookin Ass,Clinically Cold,0,10,160760,0.116,0.84,0.458,2.05E-06,1,0.1,-7.144,1,0.0602,114.034,4,0.188
Steady Mobbin,Young Money,We Are Young Money,Big 3,0,64,310733,0.0252,0.681,0.694,0,0,0.541,-8.123,0,0.258,156.149,4,0.659
Bust A Move,Young MC,Stone Cold Rhymin',Way Back Workout,1,66,263914,0.0512,0.946,0.772,2.26E-06,4,0.0612,-7.537,0,0.121,116.972,4,0.743
Bust A Move,Young MC,Stone Cold Rhymin' (Deluxe Edition),I Love My '80s Hip-Hop,0,2,263266,0.0962,0.926,0.851,0.00017,4,0.113,-5.435,0,0.0907,117.556,4,0.838
N.I.T.A.,Young Marble Giants,Colossal Youth,Alternative 80s,0,42,211320,0.0658,0.572,0.391,0.586,5,0.109,-14.367,1,0.0332,118.608,4,0.53
Car Confessions,Young M.A,Car Confessions,State of Mind,0,62,264527,0.153,0.509,0.827,0,0,0.564,-4.377,1,0.364,160.072,4,0.141
Car Confessions,Young M.A,Car Confessions,Straight Off The Porch,0,62,264527,0.153,0.509,0.827,0,0,0.564,-4.377,1,0.364,160.072,4,0.141
OOOUUU,Young M.A,Herstory,State of Mind,1,65,234649,0.533,0.635,0.847,0,7,0.154,-3.152,1,0.447,166.072,4,0.568
PettyWap,Young M.A,PettyWap,State of Mind,1,70,173889,0.802,0.735,0.715,0.00196,6,0.196,-3.777,0,0.113,83.028,4,0.598
Praktice,Young M.A,Praktice,Off the Strength,0,57,216442,0.189,0.723,0.721,0,0,0.162,-3.623,0,0.327,151.966,4,0.369
Praktice,Young M.A,Praktice,State of Mind,0,57,216442,0.189,0.723,0.721,0,0,0.162,-3.623,0,0.327,151.966,4,0.369
TALK,Young Kay,TALK,K-Hip-Hop Beats,0,20,210605,0.203,0.791,0.86,4.70E-06,0,0.333,-4.189,1,0.168,130.001,4,0.618
Mary Lou,Young Jessie,"Jukebox Jam, Vol. 2",The Birth of Rhythm & Blues,0,24,153124,0.725,0.699,0.892,0,0,0.453,-5.152,1,0.0732,120.593,4,0.968
Bones,Young Guns,Bones,Pumping Iron,0,1,197680,2.77E-06,0.349,0.893,0.842,6,0.286,-3.676,0,0.0559,156.939,4,0.531
Mad World,Young Guns,Mad World,One More Rep,0,0,174253,2.00E-05,0.298,0.931,0.404,2,0.339,-6.185,1,0.13,135.97,4,0.404
Shame,Young Fathers,White Men Are Black Men Too,Alternative 10s,0,49,249706,0.0014,0.522,0.845,0.359,0,0.0922,-1.828,1,0.0345,158.965,4,0.728
"Freeze Me (feat. Gucci Mane, T.I.) Mr. E Blend",Young Dro,"We Run This, Vol. 5 (mixed by Mr. E of RPS Fam)",If It Wasn't For Gucci,0,39,216213,0.137,0.461,0.81,0,6,0.367,-8.444,0,0.478,133.18,4,0.423
100 Shots,Young Dolph,Bulletproof,Off the Strength,1,67,264818,0.135,0.799,0.668,4.67E-06,8,0.0583,-5.244,1,0.249,134.005,4,0.153
Break The Bank (feat. Offset),Young Dolph,Role Model,Most Necessary,1,70,184186,0.00445,0.941,0.671,0.00284,8,0.139,-6.259,1,0.322,140.048,4,0.198
Break The Bank (feat. Offset),Young Dolph,Role Model,The Realest Down South,1,70,184186,0.00445,0.941,0.671,0.00284,8,0.139,-6.259,1,0.322,140.048,4,0.198
By Mistake,Young Dolph,By Mistake,The Realest Down South,1,66,179906,0.0767,0.825,0.653,8.74E-06,10,0.1,-6.216,0,0.102,143.933,4,0.23
Major (feat. Key Glock),Young Dolph,Major (feat. Key Glock),Get Turnt,1,75,195546,0.0109,0.907,0.65,0.000424,6,0.107,-5.661,0,0.312,147.026,4,0.626
Major (feat. Key Glock),Young Dolph,Major (feat. Key Glock),Most Necessary,1,75,195546,0.0109,0.907,0.65,0.000424,6,0.107,-5.661,0,0.312,147.026,4,0.626
Major (feat. Key Glock),Young Dolph,Major (feat. Key Glock),Off the Strength,1,75,195546,0.0109,0.907,0.65,0.000424,6,0.107,-5.661,0,0.312,147.026,4,0.626
Major (feat. Key Glock),Young Dolph,Major (feat. Key Glock),The Realest Down South,1,75,195546,0.0109,0.907,0.65,0.000424,6,0.107,-5.661,0,0.312,147.026,4,0.626
Major (feat. Key Glock),Young Dolph,Role Model,Fresh Out The Rapper,1,67,195546,0.0109,0.907,0.65,0.000424,6,0.107,-5.661,0,0.312,147.026,4,0.626
South Side Story,Young Chop,Trap vs. Drill vs. EDM,Trap Instrumental Beats,0,0,203865,0.000228,0.61,0.558,0.858,2,0.236,-3.601,1,0.0293,132.048,4,0.211
Betrayed by Light,Young And In The Way,When Life Comes To Death,Extreme Metal Workout,0,36,232164,0.000644,0.123,0.856,0.926,8,0.379,-6.114,0,0.208,147.916,4,0.0346
Back Again,You Me At Six,Back Again,A Perfect Day,1,66,176960,0.00205,0.634,0.865,1.25E-06,9,0.307,-4.363,0,0.0367,112.021,4,0.879
I O U,You Me At Six,I O U,Rock This,1,65,211186,0.0552,0.526,0.817,7.25E-05,4,0.123,-7.589,0,0.0851,90.727,4,0.558
No Tengo Suerte En El Amor,Yoskar Sarante,Éxitos De Yoskar Sarante,Bachata Classics,0,59,240720,0.0956,0.907,0.691,4.91E-05,10,0.0708,-5.925,0,0.0388,132.161,4,0.915
Perdido,Yoskar Sarante,Éxitos De Yoskar Sarante,Bachata Classics,0,46,246853,0.0788,0.901,0.666,2.10E-06,0,0.0942,-6.608,1,0.0357,125.187,4,0.88
FOR WHICH I DANCE,Yoshi Flower,AMERICAN RAVER,Young & Free,0,37,191599,0.119,0.602,0.588,0,2,0.0916,-7.146,0,0.0538,147.67,4,0.416
Restless Minds,Yomoti,Restless Minds,Chill Instrumental Beats,0,60,129334,0.0368,0.504,0.577,0.866,0,0.0962,-7.774,0,0.305,179.784,4,0.483
Second Side,Yomoti,Restless Minds,Chill Instrumental Beats,0,55,131711,0.34,0.752,0.476,0.761,1,0.155,-7.252,1,0.114,163.967,4,0.59
Sugar Man,Yolanda Be Cool,Sugar Man,NIKE RUNNING FASTEST MILE,0,43,183780,0.00739,0.73,0.843,0.000626,9,0.601,-5.9,0,0.159,123.023,4,0.633
Open My Heart,Yolanda Adams,The Best Of Me - Yolanda Adams Greatest Hits (U.S. Version),Black History Salute,0,47,340040,0.7,0.414,0.402,0,10,0.365,-8.911,0,0.0427,105.368,4,0.171
Beige,Yoke Lore,Goodpain EP,Stay Wild,1,66,204208,0.381,0.438,0.677,0.0686,10,0.119,-7.535,1,0.135,167.989,4,0.214
Baby,Yogi,Baby,Global X,0,62,207208,0.201,0.818,0.858,0,11,0.272,-3.939,0,0.0833,105.964,4,0.774
Burial - Skrillex & Trollphace Remix,Yogi,Burial - The Remixes,Hype,0,51,208000,0.0746,0.738,0.988,1.31E-05,9,0.46,-1.319,0,0.327,150.015,4,0.402
Forest Fire,YOG$,Forest Fire,Low-Key,0,53,214500,0.41,0.662,0.627,1.24E-05,6,0.094,-8.445,0,0.38,79.97,4,0.64
Ella Anda a las Millas,Yoan-Rca,Ella Anda a las Millas,Orgullo Afro-Latino,0,16,231111,0.204,0.826,0.79,0,10,0.0825,-5.743,0,0.0553,107.999,4,0.516
Autumn Sweater,Yo La Tengo,I Can Hear the Heart Beating As One,Alternative 90s,0,61,318373,0.141,0.628,0.455,0.693,7,0.135,-12.436,1,0.0427,102.09,4,0.858
Autumn Sweater,Yo La Tengo,I Can Hear the Heart Beating As One,Early Alternative,0,61,318373,0.141,0.628,0.455,0.693,7,0.135,-12.436,1,0.0427,102.09,4,0.858
Our Way to Fall,Yo La Tengo,And Then Nothing Turned Itself Inside-Out,Sad Vibe,0,54,258426,0.716,0.564,0.237,0.765,0,0.0968,-14.653,1,0.0319,78.282,4,0.553
Cross Me,Yo Gotti,"Married to da Trap, Vol. 1",Big 3,0,23,205008,0.474,0.468,0.679,0,10,0.304,-5.555,1,0.357,82.011,4,0.458
Rake It Up,Yo Gotti,I Still Am,Workout Twerkout,1,77,276333,0.022,0.91,0.444,0,1,0.137,-8.126,0,0.344,149.953,4,0.53
Murder On My Mind,YNW Melly,I AM YOU,Most Necessary,1,80,268434,0.145,0.759,0.73,3.06E-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74
Murder On My Mind,YNW Melly,I AM YOU,Off the Strength,1,80,268434,0.145,0.759,0.73,3.06E-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74
Murder On My Mind,YNW Melly,I AM YOU,RapCaviar,1,80,268434,0.145,0.759,0.73,3.06E-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74
Murder On My Mind,YNW Melly,I AM YOU,The Realest Down South,1,80,268434,0.145,0.759,0.73,3.06E-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74
Murder On My Mind,YNW Melly,I AM YOU,United States Viral 50,1,80,268434,0.145,0.759,0.73,3.06E-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74
Virtual (Blue Balenciagas),YNW Melly,Virtual (Blue Balenciagas),Off the Strength,1,71,193618,0.307,0.774,0.716,0,8,0.0973,-4.936,0,0.0438,150.037,4,0.579
Hype Ting,Yizzy,Hype Ting,Grime Shutdown,0,46,212302,0.0103,0.521,0.839,0,11,0.3,-4.438,1,0.352,140.315,4,0.797
Like Yours,Yizzy,S.O.S - EP,Grime Shutdown,0,46,220813,0.0505,0.352,0.965,0,5,0.0553,-2.486,1,0.333,140.184,4,0.437
Un Hombre Normal,Yiyo Sarante,Lo Nuevo de Yiyo Sarante,La Barberia,0,45,271706,0.477,0.689,0.806,3.78E-05,5,0.13,-4.811,1,0.0387,90.998,4,0.937
River Flows In You - Original,Yiruma,First Love (Yiruma Piano Collection),Life Sucks,1,76,185527,0.988,0.31,0.218,0.952,9,0.085,-21.398,1,0.0507,145.074,4,0.0969
Get Low,Ying Yang Twins,Kings Of Crunk,Throwback Workout,1,73,334066,0.0301,0.521,0.625,0,1,0.121,-7.47,1,0.067,101.019,4,0.136
Salt Shaker,Ying Yang Twins,Salt Shaker,Throwback Workout,0,33,249026,0.0476,0.886,0.673,0,11,0.259,-7.306,1,0.109,101.97,4,0.336
Wait (The Whisper Song),Ying Yang Twins,United States Of Atlanta,Gold School,0,62,179160,0.00112,0.933,0.513,0.00248,7,0.107,-13.203,1,0.347,102.017,4,0.595
Down Chick,Yhung T.O.,Down Chick,Cali Fire,0,44,187741,0.00802,0.73,0.615,0,2,0.101,-6.348,1,0.0495,96.004,4,0.236
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,STAY DANGEROUS,Hip Hop Made Me,1,88,237240,0.00552,0.745,0.346,0,1,0.0881,-7.709,1,0.331,203.911,4,0.112
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,STAY DANGEROUS,Workout Twerkout,1,88,237240,0.00552,0.745,0.346,0,1,0.0881,-7.709,1,0.331,203.911,4,0.112
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",Cali Fire,0,62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,1,0.409,203.927,4,0.118
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",Get Turnt,0,62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,1,0.409,203.927,4,0.118
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",Hot Rhythmic,0,62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,1,0.409,203.927,4,0.118
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",Hype Rhythm,0,62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,1,0.409,203.927,4,0.118
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",Rep The Set,0,62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,1,0.409,203.927,4,0.118
BULLETPROOF,YG,STAY DANGEROUS,Cali Fire,0,39,153706,0.141,0.778,0.511,0,8,0.321,-7.419,1,0.427,162.56,3,0.462
HANDGUN (feat. A$AP Rocky),YG,HANDGUN (feat. A$AP Rocky),Cali Fire,0,49,214906,0.0297,0.848,0.523,0,8,0.277,-7.772,1,0.417,159.057,4,0.484
POWER,YG,STAY DANGEROUS,Cali Fire,0,39,172893,0.0112,0.933,0.486,0,1,0.101,-7.963,1,0.0687,100.006,4,0.417
POWER,YG,STAY DANGEROUS,Get Turnt,0,39,172893,0.0112,0.933,0.486,0,1,0.101,-7.963,1,0.0687,100.006,4,0.417
SUU WHOOP,YG,STAY DANGEROUS,We Everywhere,1,72,185000,0.0262,0.786,0.327,1.34E-05,2,0.101,-9.889,1,0.528,158.019,4,0.194
Suu Whoop,YG,Suu Whoop,Cali Fire,0,46,185200,0.0326,0.799,0.325,3.53E-05,2,0.114,-9.91,1,0.506,157.966,4,0.233
Everyday We Lit (feat. PnB Rock),YFN Lucci,Long Live Nut,Big 3,1,72,197170,0.128,0.758,0.646,0,7,0.0778,-4.701,1,0.112,155.955,4,0.589
Everyday We Lit (feat. PnB Rock),YFN Lucci,Long Live Nut,Gameday - Golden State Warriors,0,43,197051,0.104,0.762,0.635,0,7,0.0789,-4.852,1,0.101,155.983,4,0.565
Space Palace,Yesable,KEEN: Workout Vol. 1,Pop Warmup 130 BPM,0,36,240000,7.62E-05,0.737,0.662,0.204,6,0.0496,-7.497,1,0.0441,128.005,4,0.888
Roundabout - Remastered Version,Yes,Fragile (Deluxe Version),70s Rock Anthems,0,64,510573,0.0682,0.41,0.761,0.0077,4,0.0758,-9.453,0,0.0687,132.889,4,0.391
Guajira (I Love U 2 Much),Yerba Buena,President Alien,Orgullo Afro-Latino,0,1,249720,0.0222,0.812,0.761,0.000286,11,0.0909,-7.924,0,0.112,104.037,4,0.692
HOLA (feat. BUMKEY),Yenjamin,Travel On My Mind,K-Hip-Hop Beats,0,27,201662,0.266,0.775,0.92,0,11,0.268,-4.162,0,0.203,110.05,4,0.576
Lights And Sounds,Yellowcard,Lights And Sounds,Punk Rock Workout,0,61,208186,8.48E-05,0.344,0.972,0,11,0.293,-3.675,0,0.116,167.819,4,0.387
Lights And Sounds,Yellowcard,Lights And Sounds,Rock Your Body,0,61,208186,8.48E-05,0.344,0.972,0,11,0.293,-3.675,0,0.116,167.819,4,0.387
NEXT LEVEL,Yellow Peace,NEXT LEVEL,Chinese Hip-Hop Stars,0,30,169565,0.271,0.789,0.665,5.45E-06,4,0.0947,-6.067,1,0.174,92.066,4,0.514
The Way Things Change,Yellow Days,The Way Things Change,Bedroom Pop,0,64,248382,0.25,0.739,0.453,0.0148,5,0.289,-8.363,0,0.0449,139.919,4,0.636
Beastmode,Yellow Claw,"Amsterdam Trap Music, Vol. 3",Energetic Run 160-165 BPM,0,61,192904,0.0207,0.665,0.973,0.839,1,0.0381,-2.112,0,0.26,160.018,3,0.135
Bittersweet,Yellow Claw,New Blood,NTC_ Gym Strong,0,63,168566,0.523,0.652,0.726,0.00255,11,0.0967,-5.066,0,0.153,120.197,4,0.515
Both of Us,Yellow Claw,Both of Us,Energetic Run 160-165 BPM,0,43,198152,0.368,0.573,0.742,0.00239,5,0.285,-3.089,1,0.0453,160.108,4,0.33
DJ Turn It Up,Yellow Claw,Amsterdam Twerk Music,Beast Mode,1,74,211776,0.000956,0.829,0.695,0.178,1,0.112,-5.561,1,0.0473,102.018,4,0.369
Fake Chanel,Yellow Claw,New Blood,Hype,1,66,182576,0.00314,0.307,0.828,0,8,0.171,-3.37,0,0.0967,149.86,4,0.2
Loudest MF,Yellow Claw,"Amsterdam Trap Music, Vol. 3",Beast Mode,0,56,196964,0.00403,0.696,0.958,0.371,9,0.0874,-3.207,1,0.4,149.996,4,0.461
Open,Yellow Claw,Los Amsterdam,Motivation Mix,0,53,210815,0.131,0.522,0.86,0.0209,10,0.122,-3.773,0,0.145,128.019,4,0.259
To the Max,Yellow Claw,To the Max,Slay The Weights,0,39,216411,0.00998,0.912,0.931,3.56E-06,11,0.0388,-3.713,0,0.124,130.046,4,0.828
That's On Me,Yella Beezy,"Lite Work, Vol. 2",Most Necessary,1,74,219552,0.0288,0.803,0.648,0,4,0.0904,-9.185,0,0.198,131.925,4,0.538
That's On Me,Yella Beezy,"Lite Work, Vol. 2",Off the Strength,1,74,219552,0.0288,0.803,0.648,0,4,0.0904,-9.185,0,0.198,131.925,4,0.538
That's On Me,Yella Beezy,"Lite Work, Vol. 2",The Realest Down South,1,74,219552,0.0288,0.803,0.648,0,4,0.0904,-9.185,0,0.198,131.925,4,0.538
Best Friend,Yelawolf,Best Friend,Clinically Cold,0,7,314280,0.019,0.752,0.902,0,0,0.0518,-5.067,1,0.0508,135.982,4,0.56
Car Window,Yeek,Car Window,Bedroom Pop,0,49,175934,0.418,0.927,0.0796,0.235,2,0.11,-9.899,0,0.0671,117.01,3,0.548
Only in the West,Yeek,Only in the West,Anti Pop,0,64,181603,0.07,0.954,0.535,0.0478,7,0.142,-6.508,1,0.0724,116.954,4,0.614
Only in the West,Yeek,Only in the West,Bedroom Pop,0,64,181603,0.07,0.954,0.535,0.0478,7,0.142,-6.508,1,0.0724,116.954,4,0.614
Slept on,Yeek,Slept on,Low-Key,0,47,185260,0.566,0.513,0.274,0,7,0.0924,-15.904,1,0.0453,183.818,4,0.463
Solstice,Yeek,Solstice,POLLEN,0,55,152006,0.401,0.888,0.499,0.0478,0,0.0833,-7.252,1,0.0469,106.965,4,0.931
Evergreen,YEBBA,Evergreen,Soul Coffee,0,15,192933,0.456,0.705,0.347,0.000796,9,0.0515,-6.516,1,0.0502,72.916,4,0.535
O.N.E.,Yeasayer,O.N.E.,Indie Workout,0,19,321013,0.00102,0.603,0.936,0.293,7,0.359,-6.571,1,0.0447,121.969,4,0.41
All For You,Years & Years,Palo Santo (Deluxe),Out Now,1,76,219640,0.135,0.65,0.718,9.53E-05,1,0.106,-4.365,0,0.0384,114.034,4,0.686
All For You,Years & Years,Palo Santo (Deluxe),Teen Party,1,76,219640,0.135,0.65,0.718,9.53E-05,1,0.106,-4.365,0,0.0384,114.034,4,0.686
All For You,Years & Years,All For You,Radio 1 Playlist (BBC),0,52,219640,0.14,0.643,0.718,0.00011,1,0.106,-4.366,0,0.039,114.03,4,0.691
If You're Over Me,Years & Years,If You're Over Me,Good Vibes,1,81,189000,0.0615,0.647,0.853,0,8,0.062,-4.516,1,0.0904,103.846,4,0.618
If You're Over Me,Years & Years,If You're Over Me,Happy Hits!,1,81,189000,0.0615,0.647,0.853,0,8,0.062,-4.516,1,0.0904,103.846,4,0.618
If You're Over Me,Years & Years,If You're Over Me,Mood Booster,1,81,189000,0.0615,0.647,0.853,0,8,0.062,-4.516,1,0.0904,103.846,4,0.618
If You're Over Me,Years & Years,If You're Over Me,Wake Up Happy,1,81,189000,0.0615,0.647,0.853,0,8,0.062,-4.516,1,0.0904,103.846,4,0.618
If You're Over Me,Years & Years,If You're Over Me,Young & Free,1,81,189000,0.0615,0.647,0.853,0,8,0.062,-4.516,1,0.0904,103.846,4,0.618
King,Years & Years,King,Hit Rewind,0,27,213423,0.0585,0.563,0.864,0,4,0.419,-4.066,0,0.0386,119.964,4,0.439
