Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
Toyota Camry 2.5 Hybrid,2016,Petrol,Automatic,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,19.16 kmpl,41000,First Owner,Dealer,1900000
BMW 5 Series 520d Luxury Line,2016,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,18.12 kmpl,12000,First Owner,Dealer,2900000
Toyota Camry W4 (AT),2009,Petrol,Automatic,2362 CC,164.7 bhp,224Nm@ 4000rpm,5,12.1 kmpl,71000,First Owner,Dealer,450000
Maruti Ertiga BSIV ZXI Plus,2016,Petrol,Manual,1373 CC,91.1 bhp,130Nm@ 4000rpm,7,17.5 kmpl,20000,First Owner,Individual,850000
Volvo XC90 T8 Excellence BSIV,2017,Petrol,Automatic,1969 CC,400 bhp,640Nm@ 1740rpm,4,42.0 kmpl,30000,First Owner,Individual,10000000
Volkswagen Vento Diesel Highline,2011,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,100000,Second Owner,Individual,300000
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,Petrol,Manual,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,18.16 kmpl,9500,First Owner,Individual,575000
Ford Figo Diesel LXI,2011,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,120000,First Owner,Individual,160000
Maruti Swift VXI Optional,2015,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,36600,First Owner,Individual,515000
Maruti Wagon R AMT VXI,2015,Petrol,Automatic,998 CC,67 bhp,90Nm@ 3500rpm,5,20.51 kmpl,50000,Second Owner,Individual,390000
Hyundai i20 Magna 1.2,2016,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,14000,Second Owner,Individual,550000
Maruti 800 Std,1999,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,40000,Second Owner,Individual,40000
Maruti Ritz VDi,2010,Diesel,Manual,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,21.1 kmpl,120000,First Owner,Individual,220000
Hyundai Grand i10 Magna,2015,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,70000,First Owner,Individual,425000
Volkswagen Ameo 1.0 MPI Trendline,2019,Petrol,Manual,999 CC,75 bhp,95Nm@ 3000-4300rpm,5,19.44 kmpl,13000,First Owner,Individual,480000
Hyundai Grand i10 Sportz,2014,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,60000,Second Owner,Individual,400000
Maruti Swift Dzire VXI,2014,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,19.1 kmpl,35000,First Owner,Individual,487000
Hyundai Xcent 1.2 Kappa S,2016,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,19.1 kmpl,44000,Second Owner,Individual,386000
Honda City 1.5 EXI,2005,Petrol,Manual,1493 CC,100 bhp,13.1kgm@ 4600rpm,5,13.0 kmpl,120000,Second Owner,Individual,100000
Toyota Corolla Altis Diesel D4DG,2010,Diesel,Manual,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5,21.43 kmpl,60000,First Owner,Individual,300000
Daewoo Matiz SD,2000,Petrol,Manual,796 CC,53 bhp,71Nm@ 3500rpm,5,18.5 kmpl,60000,First Owner,Individual,100000
Toyota Fortuner 4x2 Manual,2014,Diesel,Manual,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7,13.0 kmpl,30000,Second Owner,Individual,1750000
Mahindra KUV 100 mFALCON G80 K8,2016,Petrol,Manual,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,18.15 kmpl,15000,Second Owner,Individual,450000
Tata Zest Quadrajet 1.3 75PS XM,2017,Diesel,Manual,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,22.95 kmpl,90000,First Owner,Individual,490000
Honda City 1.5 S MT,2009,Petrol,Manual,1497 CC,118 bhp,146Nm at 4800 rpm,5,17.0 kmpl,47000,Second Owner,Individual,345000
Maruti Zen LXI,2005,Petrol,Manual,993 CC,60 bhp,78Nm@ 4500rpm,5,17.3 kmpl,90000,First Owner,Individual,85000
Maruti Wagon R VXI BS IV with ABS,2010,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,120600,Second Owner,Individual,215000
Hyundai Verna Transform SX VTVT,2010,Petrol,Manual,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5,16.2 kmpl,100000,Third Owner,Individual,320000
Maruti Swift Dzire VXI,2016,Petrol,Manual,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,20.85 kmpl,60000,Second Owner,Individual,459999
Hyundai Getz GLS,2005,Petrol,Manual,1341 CC,83 bhp,115Nm@ 3200rpm,5,15.3 kmpl,86000,First Owner,Individual,65000
Hyundai Elite i20 Sportz Plus BSIV,2020,Petrol,Manual,1197 CC,81.86 bhp,117nm@ 4000rpm,5,18.6 kmpl,5000,First Owner,Individual,720000
Maruti Ciaz 1.3 Alpha,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,37000,First Owner,Individual,800000
Tata Tigor 1.2 Revotron XZ,2019,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,20.3 kmpl,14000,First Owner,Individual,520000
Maruti Ertiga VDI,2015,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,70000,First Owner,Individual,580000
Toyota Etios GD,2012,Diesel,Manual,,,,,,120000,First Owner,Individual,235000
Honda City i VTEC S,2015,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.4 kmpl,50000,First Owner,Individual,600000
Honda Brio S MT,2014,Petrol,Manual,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,19.4 kmpl,60000,Second Owner,Individual,290000
Maruti Wagon R LXI CNG,2016,CNG,Manual,998 CC,58.16 bhp,77Nm@ 3500rpm,5,26.6 km/kg,50000,First Owner,Individual,360000
Maruti Swift Dzire VXI,2017,Petrol,Manual,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,20.85 kmpl,50000,First Owner,Individual,550000
Hyundai i20 Sportz 1.2,2013,Petrol,Manual,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,18.5 kmpl,70000,First Owner,Individual,375000
Maruti Omni E 8 Str STD,2003,Petrol,Manual,,,,,,90000,Second Owner,Individual,40000
Maruti Wagon R AMT VXI,2018,Petrol,Automatic,998 CC,67 bhp,90Nm@ 3500rpm,5,20.51 kmpl,35000,First Owner,Individual,420000
Maruti Swift Dzire VXI 1.2,2017,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,20000,First Owner,Individual,550000
Maruti Alto 800 LXI,2018,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,24.7 kmpl,20000,First Owner,Individual,270000
Maruti Swift Dzire AMT VXI BS IV,2018,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,7800,First Owner,Individual,700000
Maruti Swift VXI Optional,2017,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,20000,First Owner,Individual,500000
Tata Hexa XE,2019,Diesel,Manual,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,17.6 kmpl,15000,First Owner,Individual,1250000
Hyundai i20 Magna,2013,Petrol,Manual,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,18.5 kmpl,31377,Second Owner,Individual,320000
Maruti Swift Dzire VDI,2018,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,50000,First Owner,Individual,700000
Maruti Wagon R VXI BS IV,2015,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,60000,First Owner,Individual,290000
Toyota Corolla Altis 1.8 VL AT,2012,Petrol,Automatic,1794 CC,138.1 bhp,173Nm@ 4000rpm,5,14.53 kmpl,100000,First Owner,Individual,550000
Honda Brio S MT,2012,Petrol,Manual,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,19.4 kmpl,60000,First Owner,Individual,265000
Maruti Baleno Alpha Automatic,2018,Petrol,Automatic,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,21.4 kmpl,5000,First Owner,Individual,830000
Tata Safari Storme EX,2017,Diesel,Manual,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,14.1 kmpl,60000,First Owner,Individual,800000
Maruti Alto LXi,2011,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,25000,Second Owner,Individual,160000
Renault KWID RXT,2018,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,30000,First Owner,Individual,335000
Datsun GO T BSIV,2017,Petrol,Manual,1198 CC,67 bhp,104Nm@ 4000rpm,5,20.63 kmpl,80000,Second Owner,Individual,329000
Maruti Vitara Brezza VDi Option,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,75000,First Owner,Individual,775000
Hyundai Xcent 1.2 VTVT SX,2020,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,20.14 kmpl,32000,First Owner,Individual,524000
Maruti Alto 800 LXI,2015,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,40000,First Owner,Individual,245000
Hyundai i20 1.2 Sportz,2012,Petrol,Manual,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,17.0 kmpl,93000,Second Owner,Individual,275000
Tata Zest Revotron 1.2 XT,2018,Petrol,Manual,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,17.57 kmpl,60000,First Owner,Individual,520000
Maruti Swift 1.3 VXi,2008,Petrol,Manual,,,,,,120000,Second Owner,Individual,130000
Nissan Sunny XL,2014,Petrol,Manual,1498 CC,97.7 bhp,134Nm@ 4000rpm,5,16.95 kmpl,37000,First Owner,Individual,550000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,Petrol,Manual,1497 CC,121.36 bhp,150Nm@ 4500rpm,5,17.0 kmpl,15000,First Owner,Individual,910000
Nissan Micra Active XV S,2015,Petrol,Manual,1198 CC,67.04 bhp,104Nm@ 4000rpm,5,19.49 kmpl,80000,First Owner,Individual,300000
Maruti Wagon R LXI Optional,2016,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,140000,First Owner,Individual,350000
Mahindra Ssangyong Rexton RX5,2013,Diesel,Manual,2696 CC,162 bhp,340Nm@ 1800-3250rpm,7,12.83 kmpl,70000,First Owner,Individual,900000
Mahindra Quanto C8,2013,Diesel,Manual,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,17.21 kmpl,120000,Second Owner,Individual,300000
Maruti Ritz LDi,2010,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,21.1 kmpl,110000,Second Owner,Individual,250000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.67 kmpl,37000,First Owner,Individual,1100000
Renault KWID RXT,2016,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,44000,First Owner,Individual,270000
Maruti Ertiga VDI,2015,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,80000,First Owner,Individual,640000
Mahindra XUV500 W4,2015,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,125000,First Owner,Individual,650000
Maruti Eeco 5 Seater AC BSIV,2017,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,5,15.37 kmpl,13500,First Owner,Individual,409999
Hyundai Santro Xing GLS,2011,Petrol,Manual,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,17.92 kmpl,75000,First Owner,Individual,165000
Hyundai Accent GLE,2007,Petrol,Manual,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5,13.2 kmpl,120000,Second Owner,Individual,80000
Mahindra XUV500 W8 2WD,2012,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,120000,First Owner,Individual,535000
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,Diesel,Manual,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,70000,First Owner,Individual,700000
Maruti Swift Dzire VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,70000,First Owner,Individual,550000
Honda Amaze S CVT Petrol BSIV,2019,Petrol,Automatic,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.0 kmpl,15000,First Owner,Individual,680000
Hyundai i10 Sportz 1.2,2009,Petrol,Manual,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,20.36 kmpl,53000,Second Owner,Individual,200000
Maruti Swift Dzire VDI,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,120000,Second Owner,Individual,500000
Maruti Ertiga SHVS ZDI Plus,2016,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,24.52 kmpl,70000,First Owner,Individual,1000000
Hyundai Getz 1.3 GVS,2008,Petrol,Manual,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)",5,14.2 kmpl,120000,Second Owner,Individual,110000
Hyundai i20 1.2 Magna,2012,Petrol,Manual,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,18.5 kmpl,100000,Second Owner,Individual,320000
Tata Indica DLS,2005,Diesel,Manual,,,,,,110000,Second Owner,Individual,75000
Maruti Swift LXI Optional-O,2015,Petrol,Manual,1197 CC,83.11 bhp,113Nm@ 4200rpm,5,20.4 kmpl,100000,First Owner,Individual,350000
Tata Indica Vista TDI LS,2013,Diesel,Manual,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,19.4 kmpl,162500,First Owner,Individual,170000
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,39000,First Owner,Individual,800000
Maruti Ignis 1.3 Alpha,2017,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.8 kmpl,75000,First Owner,Individual,500000
Tata Hexa XTA,2017,Diesel,Automatic,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7,17.6 kmpl,50000,First Owner,Individual,1380000
Mahindra Marazzo M6 8Str,2019,Diesel,Manual,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8,17.3 kmpl,40000,First Owner,Individual,1300000
Hyundai Verna 1.6 CRDI,2013,Diesel,Manual,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,22.32 kmpl,92500,First Owner,Individual,530000
Maruti Swift Dzire VDI,2012,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,158000,First Owner,Individual,360000
Maruti Swift Dzire LDi,2012,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,120000,First Owner,Individual,310000
Honda City i DTEC V,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,26.0 kmpl,50000,Second Owner,Individual,725000
Maruti Swift Dzire ZDi,2012,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,110000,First Owner,Individual,340000
Hyundai Xcent 1.2 CRDi E,2017,Diesel,Manual,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5,25.4 kmpl,2000,Second Owner,Individual,550000
Toyota Fortuner 3.0 Diesel,2011,Diesel,Manual,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7,11.5 kmpl,181000,Second Owner,Individual,1150000
Tata Tiago 1.05 Revotorq XZ,2016,Diesel,Manual,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,27.28 kmpl,70000,First Owner,Individual,380000
Nissan Sunny XL AT Special Edition,2013,Petrol,Automatic,1498 CC,99.6 bhp,134Nm@ 4000rpm,5,17.97 kmpl,90000,Second Owner,Individual,350000
Hyundai Elite i20 Magna Plus BSIV,2019,Petrol,Manual,1197 CC,81.86 bhp,117nm@ 4000rpm,5,18.6 kmpl,2000,First Owner,Individual,610000
Maruti Swift Dzire VXI,2015,Petrol,Manual,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,20.85 kmpl,20000,First Owner,Individual,525000
Toyota Innova 2.5 GX 7 STR,2011,Diesel,Manual,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,12.8 kmpl,120000,First Owner,Individual,480000
Mahindra Thar CRDe,2017,Diesel,Manual,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,16.55 kmpl,35000,First Owner,Individual,780000
Maruti Swift Dzire ZDi,2012,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,193000,First Owner,Individual,320000
Maruti Swift 1.2 DLX (Only Delhi),2014,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,80000,First Owner,Individual,375000
Datsun GO D Petrol,2019,Petrol,Manual,1198 CC,67.05 bhp,104Nm@ 4000rpm,5,19.02 kmpl,40000,First Owner,Individual,300000
Hyundai i20 Asta 1.4 CRDi,2015,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,70000,Fourth & Above Owner,Individual,500000
Mahindra Scorpio LX,2011,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9,12.05 kmpl,122358,First Owner,Individual,404000
Tata Sumo Gold EX BSIII,2015,Diesel,Manual,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7,14.07 kmpl,75000,First Owner,Individual,500000
Tata Tiago Wizz 1.05 Revotorq,2017,Diesel,Manual,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,27.28 kmpl,120000,First Owner,Individual,350000
Tata Zest Revotron 1.2 XT,2015,Petrol,Manual,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,17.57 kmpl,40000,First Owner,Individual,380000
Hyundai Accent GLE,2008,Petrol,Manual,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5,13.2 kmpl,95200,Third Owner,Individual,114999
Honda Brio Exclusive Edition,2014,Petrol,Manual,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,19.4 kmpl,33033,First Owner,Dealer,335000
Hyundai Grand i10 AT Asta,2015,Petrol,Automatic,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,63063,First Owner,Dealer,465000
Tata Manza Club Class Quadrajet90 LX,2012,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5,21.02 kmpl,60000,First Owner,Individual,290000
Maruti Alto LX,2005,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,45000,Second Owner,Individual,110000
Tata New Safari DICOR 2.2 EX 4x2,2011,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,11.57 kmpl,80000,Third Owner,Individual,450000
Mahindra Bolero SLE,2009,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,170000,Second Owner,Individual,400000
Mahindra Bolero DI DX 7 Seater,2007,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,207890,Second Owner,Individual,210000
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,Diesel,Automatic,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5,17.9 kmpl,7976,First Owner,Individual,4600000
Maruti Omni E MPI STD BS IV,2016,Petrol,Manual,796 CC,34.2 bhp,59Nm@ 2500rpm,8,16.8 kmpl,35000,First Owner,Individual,220000
Hyundai Grand i10 Sportz,2017,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,35000,First Owner,Individual,450000
Hyundai Grand i10 Sportz,2017,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,35000,First Owner,Individual,450000
Hyundai i10 Sportz AT,2013,Petrol,Automatic,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,16.95 kmpl,50000,First Owner,Individual,290000
Maruti Swift VXI Deca,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,20000,First Owner,Individual,520000
Hyundai i10 Sportz AT,2011,Petrol,Automatic,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,16.95 kmpl,20000,First Owner,Individual,265000
Maruti Swift VXI,2012,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,18.6 kmpl,50000,Second Owner,Individual,330000
Maruti Swift VXI,2012,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,18.6 kmpl,50000,Second Owner,Individual,330000
Mahindra Bolero 2011-2019 ZLX,2014,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,120000,First Owner,Individual,509999
Hyundai Verna 1.6 SX VTVT (O),2014,Petrol,Manual,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,17.1 kmpl,70000,First Owner,Individual,500000
Hyundai i20 Active 1.2,2015,Petrol,Manual,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,17.19 kmpl,50000,First Owner,Individual,525000
Maruti Baleno Zeta,2019,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.01 kmpl,16500,First Owner,Individual,675000
Hyundai i20 1.2 Asta,2010,Petrol,Manual,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,17.0 kmpl,70000,First Owner,Individual,300000
Maruti Alto LXI,2005,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,99361,Second Owner,Individual,90000
Maruti Swift Dzire VDI,2017,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,25000,First Owner,Individual,650000
Maruti Swift Dzire VXI,2014,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,19.1 kmpl,70000,Second Owner,Individual,409000
Hyundai Grand i10 CRDi Sportz,2015,Diesel,Manual,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,24.0 kmpl,80000,Second Owner,Individual,395000
Maruti Swift 1.3 VXi,2010,Petrol,Manual,,,,,,70000,Second Owner,Individual,215000
Maruti Swift Dzire VXI,2014,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,19.1 kmpl,70000,Second Owner,Individual,400000
Chevrolet Beat LS,2012,Petrol,Manual,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,18.6 kmpl,60000,Third Owner,Individual,120000
Tata Tigor 1.2 Revotron XZA,2018,Petrol,Automatic,1199 CC,84 bhp,114Nm@ 3500rpm,5,20.3 kmpl,10000,First Owner,Individual,645000
Maruti 800 Std,2006,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,80000,First Owner,Individual,81000
Honda City i-DTEC VX,2017,Diesel,Manual,1498 CC,97.9 bhp,200Nm@ 1750rpm,5,25.6 kmpl,30000,First Owner,Individual,1300000
Honda City i-DTEC VX,2017,Diesel,Manual,1498 CC,97.9 bhp,200Nm@ 1750rpm,5,25.6 kmpl,33000,First Owner,Individual,1250000
Maruti Ertiga VXI,2013,Petrol,Manual,1373 CC,93.7 bhp,130Nm@ 4000rpm,7,16.02 kmpl,90000,Third Owner,Individual,535000
Nissan Terrano XV Premium 110 PS,2014,Diesel,Manual,1461 CC,108.5 bhp,248Nm@ 2250rpm,5,19.01 kmpl,80100,Second Owner,Individual,555000
Honda City i VTEC VX,2014,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.4 kmpl,120000,First Owner,Individual,725000
Mahindra Willys CJ 3B 4X4,1983,Diesel,Manual,,,,,,10000,Third Owner,Individual,300000
Renault KWID RXL,2016,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,40000,First Owner,Individual,229999
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8,12.99 kmpl,160000,Second Owner,Individual,800000
Maruti Wagon R VXI BS IV,2017,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,47000,First Owner,Individual,409999
Hyundai Creta 1.4 CRDi S Plus,2018,Diesel,Manual,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,21.38 kmpl,25000,First Owner,Individual,1210000
Tata Tiago 1.2 Revotron XZ,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,26000,First Owner,Individual,400000
Hyundai Grand i10 1.2 CRDi Sportz,2018,Diesel,Manual,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,24.0 kmpl,29000,First Owner,Individual,520000
Maruti Baleno Zeta Automatic,2016,Petrol,Automatic,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,21.4 kmpl,50000,First Owner,Individual,650000
Maruti Swift ZXI ABS,2011,Petrol,Manual,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5,16.1 kmpl,58000,Third Owner,Individual,325000
Maruti Swift Dzire VXi AT,2012,Petrol,Automatic,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,17.4 kmpl,120000,First Owner,Individual,420000
Maruti Swift LXI Option,2014,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,50000,First Owner,Individual,400000
Hyundai i20 1.2 Asta,2010,Petrol,Manual,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,17.0 kmpl,80000,Fourth & Above Owner,Individual,254999
Maruti Zen LXI,2003,Petrol,Manual,993 CC,60 bhp,78Nm@ 4500rpm,5,17.3 kmpl,60000,Fourth & Above Owner,Individual,65000
Maruti Celerio LXI,2017,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,36000,First Owner,Individual,351000
Toyota Innova 2.5 V Diesel 8-seater,2007,Diesel,Manual,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,12.8 kmpl,120000,Third Owner,Individual,404000
Maruti Ritz LDi,2011,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,21.1 kmpl,185000,Third Owner,Individual,185000
Nissan Micra Diesel XV,2011,Diesel,Manual,1461 CC,63.1 bhp,160Nm@ 2000rpm,5,23.08 kmpl,50000,First Owner,Individual,250000
Maruti Zen LXI,2002,Petrol,Manual,993 CC,60 bhp,78Nm@ 4500rpm,5,17.3 kmpl,100000,Fourth & Above Owner,Individual,60000
Hyundai Verna 1.6 SX VTVT (O),2013,Petrol,Manual,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,17.1 kmpl,50000,Second Owner,Individual,500000
Maruti Zen Estilo LXI BSIII,2007,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.2 kmpl,80000,Second Owner,Individual,85000
Hyundai Santro Xing XL,2005,Petrol,Manual,,,,,,60000,Second Owner,Individual,85000
